"","x"
"8045","DPH1"
"8046","KSR2"
"8047","YIPF6"
"8048","TRPT1"
"8049","RAB40C"
"8050","SAP30"
"8051","NUP62CL"
"8052","DTWD1"
"8053","ZNF233"
"8054","YARS2"
"8055","METAP1"
"8056","RRP1"
"8057","ZMYM6"
"8058","TBC1D9"
"8059","MEGF8"
"8060","INPP5F"
"8061","DNAJB7"
"8062","CLN8"
"8063","CACNA1F"
"8064","STK31"
"8065","GZF1"
"8066","IZUMO4"
"8067","CTSO"
"8068","RHBDD2"
"8069","ZC3HAV1L"
"8070","ABTB1"
"8071","ATG12"
"8072","NUDT4"
"8073","SLC17A3"
"8074","MED11"
"8075","DBP"
"8076","RN7SL832P"
"8077","MAZ"
"8078","CNOT3"
"8079","KLHL6"
"8080","WDR12"
"8081","ANKRD16"
"8082","PRKAG1"
"8083","CCSER1"
"8084","ZKSCAN4"
"8085","RSRC2"
"8086","CPEB2"
"8087","SPRYD3"
"8088","TMEM213"
"8089","KIAA1191"
"8090","PGAP2"
"8091","SGSH"
"8092","VPS18"
"8093","MPI"
"8094","UBLCP1"
"8095","ZNF727"
"8096","HBM"
"8097","TMEM191C"
"8098","NEU3"
"8099","TMPO"
"8100","LRRC69"
"8101","SCN9A"
"8102","IGFBP6"
"8103","CXorf56"
"8104","SPDYE1"
"8105","RGPD8"
"8106","YME1L1"
"8107","YWHAB"
"8108","WRAP53"
"8109","SUPT5H"
"8110","AC002306.1"
"8111","LYPD6B"
"8112","LYPD3"
"8113","DPEP3"
"8114","STK17B"
"8115","ZNF618"
"8116","RMND1"
"8117","ARHGEF37"
"8118","ASH2L"
"8119","TMA16"
"8120","TMEM129"
"8121","C4orf46"
"8122","DCAF4L1"
"8123","CERS5"
"8124","STAP2"
"8125","SERGEF"
"8126","DDX39A"
"8127","PARPBP"
"8128","TEX2"
"8129","CELF5"
"8130","HCAR3"
"8131","PRKAB1"
"8132","PRPF4"
"8133","STARD5"
"8134","WDR64"
"8135","AP3S2"
"8136","BCORL1"
"8137","HNRNPUL2"
"8138","ESR1"
"8139","PSMB9"
"8140","SKA2"
"8141","INPP1"
"8142","COL4A3"
"8143","AP1M2"
"8144","ZBTB9"
"8145","CLEC18A"
"8146","SPC24"
"8147","SLC38A6"
"8148","STAM2"
"8149","AKAP8L"
"8150","CHRAC1"
"8151","PCGF1"
"8152","SUV39H2"
"8153","SMN1"
"8154","SPATA7"
"8155","SUSD2"
"8156","ZNF219"
"8157","XRCC3"
"8158","EXOSC6"
"8159","TRAFD1"
"8160","MOXD1"
"8161","NIF3L1"
"8162","JAM2"
"8163","ATP1B2"
"8164","GPN2"
"8165","MROH8"
"8166","EXD2"
"8167","ARHGAP32"
"8168","RAB21"
"8169","BBIP1"
"8170","ZNF579"
"8171","RPS6KC1"
"8172","ATG3"
"8173","JAZF1-AS1"
"8174","COA5"
"8175","MMP9"
"8176","PRRC1"
"8177","ITPKC"
"8178","ATG7"
"8179","QRICH2"
"8180","MBD2"
"8181","TGIF2"
"8182","FXYD5"
"8183","DYNC1I2"
"8184","RNF146"
"8185","OXR1"
"8186","MAP3K15"
"8187","GLRX2"
"8188","GANAB"
"8189","RPL13"
"8190","PAOX"
"8191","KLHDC8B"
"8192","TET3"
"8193","FARP2"
"8194","GPAA1"
"8195","HPGDS"
"8196","EMC2"
"8197","DOCK8"
"8198","C2orf69"
"8199","PAK1IP1"
"8200","MYO18A"
"8201","FLAD1"
"8202","TANC1"
"8203","ZNF467"
"8204","IARS2"
"8205","ACSL5"
"8206","XYLT1"
"8207","RPS6KL1"
"8208","TAF13"
"8209","HSPA4"
"8210","BMP1"
"8211","TPK1"
"8212","RBM18"
"8213","SAP30BP"
"8214","KEAP1"
"8215","RASSF3"
"8216","TPO"
"8217","LAMP2"
"8218","PHYH"
"8219","RBM4"
"8220","CHKB"
"8221","CRYBG3"
"8222","ST6GALNAC3"
"8223","TMEM70"
"8224","TRUB2"
"8225","RCCD1"
"8226","GMPPB"
"8227","POLE4"
"8228","EFHB"
"8229","TRA2A"
"8230","PAFAH1B2"
"8231","TMEM128"
"8232","LRRC37A"
"8233","RBM39"
"8234","MAP4K3"
"8235","CLPTM1L"
"8236","ASL"
"8237","WLS"
"8238","ZC3H10"
"8239","RASIP1"
"8240","POMK"
"8241","KAT2A"
"8242","OXTR"
"8243","MYO16"
"8244","ZSWIM4"
"8245","ZBTB48"
"8246","MAEA"
"8247","HGS"
"8248","ACTN1-AS1"
"8249","C4BPB"
"8250","MAN1B1"
"8251","PODXL"
"8252","SAFB2"
"8253","FAM120A"
"8254","CDON"
"8255","SNAPC3"
"8256","GLA"
"8257","COX11"
"8258","LAMA5"
"8259","CIPC"
"8260","MAT2A"
"8261","ZBTB8A"
"8262","CHST14"
"8263","LRRC20"
"8264","LINC00211"
"8265","HSD11B1L"
"8266","TJAP1"
"8267","OLIG1"
"8268","ARHGEF2"
"8269","NFAM1"
"8270","HIC1"
"8271","CLIP2"
"8272","UHRF1BP1L"
"8273","MPRIP-AS1"
"8274","S100A5"
"8275","NCR3LG1"
"8276","SLC51A"
"8277","CENPI"
"8278","NSUN4"
"8279","CSTF2"
"8280","RNF185"
"8281","TM2D1"
"8282","CRK"
"8283","NEK5"
"8284","FARP1"
"8285","DNAJB11"
"8286","POLR2H"
"8287","CMPK2"
"8288","DGAT2"
"8289","RWDD1"
"8290","UBE2G1"
"8291","CCZ1"
"8292","COL15A1"
"8293","PRPS1"
"8294","EMC1"
"8295","SP1"
"8296","DDTL"
"8297","TXNDC11"
"8298","TBL1XR1"
"8299","C20orf194"
"8300","VAT1"
"8301","BAIAP2L1"
"8302","TRIM47"
"8303","ANKRD10"
"8304","DLGAP1"
"8305","PSMD12"
"8306","NMNAT3"
"8307","ZNF358"
"8308","FLVCR1"
"8309","TRPC4AP"
"8310","ARHGAP44"
"8311","DST"
"8312","S100A2"
"8313","STOX1"
"8314","EIF4A2"
"8315","AP2A1"
"8316","CHCHD5"
"8317","TXNRD1"
"8318","KAT5"
"8319","DEPDC7"
"8320","CLEC5A"
"8321","SLC45A3"
"8322","MED24"
"8323","PINK1-AS"
"8324","BST2"
"8325","BUB1"
"8326","ELAC2"
"8327","CKAP2L"
"8328","MT-ND5"
"8329","ZNF655"
"8330","ZNF362"
"8331","THBD"
"8332","BLOC1S6"
"8333","MXRA8"
"8334","PI4KB"
"8335","TRIM26"
"8336","C9orf139"
"8337","CACUL1"
"8338","CYSLTR1"
"8339","ARV1"
"8340","PDE6H"
"8341","MALT1"
"8342","NSUN2"
"8343","TMEM161A"
"8344","PAQR6"
"8345","PDGFRA"
"8346","PTOV1"
"8347","VPS26A"
"8348","ZSCAN5A"
"8349","RNASEH1"
"8350","CHP1"
"8351","SLC37A4"
"8352","GLYR1"
"8353","SEMA3D"
"8354","SLC39A9"
"8355","KIF9"
"8356","GAR1"
"8357","LENG9"
"8358","SMARCAL1"
"8359","CKAP2"
"8360","GPRC5B"
"8361","TADA1"
"8362","ACAT2"
"8363","CHPT1"
"8364","FAM50B"
"8365","STRC"
"8366","NSMCE2"
"8367","TFAM"
"8368","RTP4"
"8369","MIOS"
"8370","RBMX2"
"8371","RNF220"
"8372","SRRM2-AS1"
"8373","RPS3A"
"8374","TPCN1"
"8375","SMARCA4"
"8376","RWDD3"
"8377","BTBD1"
"8378","RRM2B"
"8379","COX8A"
"8380","DERL1"
"8381","C1orf115"
"8382","MRPS5"
"8383","ZC3H3"
"8384","MAFG"
"8385","TPGS2"
"8386","HSD17B13"
"8387","UQCC2"
"8388","USP3-AS1"
"8389","RAG1"
"8390","POLQ"
"8391","USP3"
"8392","RPL30"
"8393","PTDSS2"
"8394","ATG4B"
"8395","LRRC28"
"8396","NCAPG"
"8397","ZFY"
"8398","PXMP4"
"8399","KIF7"
"8400","NDUFS1"
"8401","SSBP4"
"8402","SEPHS2"
"8403","OOEP"
"8404","ATP6V0C"
"8405","SMAD2"
"8406","TATDN1"
"8407","CBL"
"8408","PIFO"
"8409","METTL24"
"8410","WSB2"
"8411","SLC44A4"
"8412","TMC6"
"8413","SLC45A1"
"8414","VPS11"
"8415","CD34"
"8416","SIDT2"
"8417","DNAJC14"
"8418","CCDC61"
"8419","POP5"
"8420","LGALS3BP"
"8421","IRGQ"
"8422","AMDHD2"
"8423","SDF2"
"8424","C6orf52"
"8425","RPL18A"
"8426","ZNF385D"
"8427","LGALS8"
"8428","AP4M1"
"8429","TRIM28"
"8430","KATNBL1"
"8431","FBXO10"
"8432","MRC2"
"8433","ATF6"
"8434","C14orf93"
"8435","CPOX"
"8436","LCA5"
"8437","EGF"
"8438","PLCXD1"
"8439","VAMP2"
"8440","PIP5KL1"
"8441","ZBTB34"
"8442","UCKL1"
"8443","MRPL38"
"8444","CCDC17"
"8445","CYB5R1"
"8446","ARRDC2"
"8447","LY6G5B"
"8448","RAPGEFL1"
"8449","DUSP18"
"8450","CADM2"
"8451","TFEB"
"8452","MRPS30"
"8453","ACSF3"
"8454","MLH1"
"8455","JAG1"
"8456","DTYMK"
"8457","AMDHD1"
"8458","ZNF763"
"8459","TAF6"
"8460","DNAJC5"
"8461","WWP2"
"8462","APOL3"
"8463","ABCA6"
"8464","POLR3GL"
"8465","TRIOBP"
"8466","MAPKAPK3"
"8467","HDGF"
"8468","ACVR1"
"8469","PLEKHO2"
"8470","RECQL5"
"8471","MAGIX"
"8472","HIGD2A"
"8473","SLC15A2"
"8474","MAD2L2"
"8475","MOB4"
"8476","GCOM1"
"8477","GSKIP"
"8478","MYO1E"
"8479","PIK3CB"
"8480","TSPYL5"
"8481","MON1A"
"8482","LLPH"
"8483","TMED4"
"8484","NXF1"
"8485","ZNF846"
"8486","THOP1"
"8487","PIGT"
"8488","NAV2"
"8489","RRP36"
"8490","FRAT2"
"8491","ZBTB8OS"
"8492","FIG4"
"8493","RANBP3"
"8494","GPR137C"
"8495","MARK2"
"8496","NADSYN1"
"8497","AP3D1"
"8498","PIGW"
"8499","IL15"
"8500","SLC27A4"
"8501","NRIP2"
"8502","GIPC2"
"8503","FPGS"
"8504","HBP1"
"8505","ACOT13"
"8506","STK4"
"8507","TRMT5"
"8508","SFR1"
"8509","SEMA6B"
"8510","LHX4"
"8511","TMEM33"
"8512","FAM81B"
"8513","MMP17"
"8514","AGA"
"8515","SLC6A20"
"8516","RPL9"
"8517","MAP10"
"8518","CCDC90B"
"8519","LRRC2"
"8520","IDE"
"8521","NCKAP1L"
"8522","IKZF1"
"8523","E2F1"
"8524","MIER1"
"8525","CPSF2"
"8526","DPYSL4"
"8527","CHADL"
"8528","PLD3"
"8529","NTPCR"
"8530","FDXR"
"8531","POLD4"
"8532","FSCN3"
"8533","HTRA4"
"8534","SLC15A3"
"8535","PSMG4"
"8536","CNOT10"
"8537","ZNF668"
"8538","FBXL8"
"8539","CCDC57"
"8540","ARPC4"
"8541","RYR2"
"8542","MOB3A"
"8543","ZFAND2B"
"8544","MICB"
"8545","EXOC7"
"8546","CH25H"
"8547","AIG1"
"8548","TSR2"
"8549","MEST"
"8550","MZT2A"
"8551","PDHX"
"8552","ACTL6A"
"8553","ARCN1"
"8554","CDC6"
"8555","SEC24D"
"8556","CIZ1"
"8557","SFRP5"
"8558","GNB1L"
"8559","SRGAP3"
"8560","CCDC42"
"8561","TMPRSS13"
"8562","HAUS8"
"8563","VSIG10"
"8564","CDC42SE2"
"8565","KIF9-AS1"
"8566","HDAC11"
"8567","RAB6A"
"8568","WIZ"
"8569","FBXL12"
"8570","GLT1D1"
"8571","TMEM134"
"8572","SNRPD2"
"8573","MRS2"
"8574","CLDN12"
"8575","ZNF157"
"8576","REEP2"
"8577","ADCY4"
"8578","SRSF1"
"8579","SLC25A30"
"8580","HLA-F"
"8581","MDP1"
"8582","ORC1"
"8583","GTPBP6"
"8584","RBMS1"
"8585","PIANP"
"8586","VPS45"
"8587","GOLT1B"
"8588","CRYBB2"
"8589","RCE1"
"8590","PPIE"
"8591","ZNF516"
"8592","TMEM81"
"8593","PSEN2"
"8594","RNF13"
"8595","SLC25A13"
"8596","GRB2"
"8597","CNIH4"
"8598","RGS19"
"8599","BEND7"
"8600","NPIPA5"
"8601","CTNNBIP1"
"8602","GOLGA5"
"8603","KIFC1"
"8604","EFHD1"
"8605","PRKAR1A"
"8606","CAV1"
"8607","BOD1"
"8608","CCDC71"
"8609","DNASE1L2"
"8610","ARHGAP20"
"8611","HMGN2"
"8612","CCM2"
"8613","TRIM9"
"8614","NXT1"
"8615","ZMPSTE24"
"8616","USO1"
"8617","PMPCA"
"8618","ARHGEF26"
"8619","C9orf116"
"8620","HCN2"
"8621","WDFY2"
"8622","C1orf50"
"8623","TRAM2-AS1"
"8624","SIRPB1"
"8625","PEX11B"
"8626","GMFG"
"8627","PSD"
"8628","LINC00298"
"8629","SUSD4"
"8630","NCLN"
"8631","HSD17B8"
"8632","TCF25"
"8633","TRAF3"
"8634","OR4D1"
"8635","SENP6"
"8636","STX3"
"8637","CALU"
"8638","LRSAM1"
"8639","FGFRL1"
"8640","AFAP1-AS1"
"8641","FAM41C"
"8642","RRP9"
"8643","CYP2J2"
"8644","HAT1"
"8645","FRS3"
"8646","SUPT4H1"
"8647","PRR14"
"8648","GOLGA6L9"
"8649","RAB3GAP1"
"8650","NMT1"
"8651","SPNS1"
"8652","RRS1"
"8653","KLHL2"
"8654","FECH"
"8655","SLU7"
"8656","TBC1D9B"
"8657","ETV7"
"8658","GTF3C2"
"8659","TMEM184C"
"8660","GOT1"
"8661","SLC27A2"
"8662","TAS2R30"
"8663","TBX6"
"8664","POLB"
"8665","POLR2L"
"8666","POMT2"
"8667","TOMM7"
"8668","KCNJ15"
"8669","HDAC5"
"8670","EVA1B"
"8671","WDR45"
"8672","CHCHD7"
"8673","SPSB3"
"8674","B4GALT3"
"8675","B9D2"
"8676","SMAP1"
"8677","ITFG1"
"8678","SLC25A34"
"8679","PDZD7"
"8680","SH2D4A"
"8681","TNIP2"
"8682","DUS3L"
"8683","P2RX6"
"8684","PARVG"
"8685","PRNP"
"8686","TAB1"
"8687","MAPKAP1"
"8688","ITGB1BP2"
"8689","SLC17A9"
"8690","SUGP1"
"8691","GSTA4"
"8692","RAB23"
"8693","FEZ2"
"8694","ISY1"
"8695","POLR3H"
"8696","TMEM38B"
"8697","PTPN13"
"8698","SPIN2A"
"8699","ZBTB18"
"8700","LGR4"
"8701","MARCO"
"8702","CDCA3"
"8703","MT-ND4L"
"8704","DDX1"
"8705","ARRB1"
"8706","CUTC"
"8707","EIF4A3"
"8708","AP000442.1"
"8709","C7orf50"
"8710","C3orf38"
"8711","QPCTL"
"8712","MEIG1"
"8713","C6orf62"
"8714","PNRC1"
"8715","MYL12B"
"8716","WDR24"
"8717","IL16"
"8718","NT5C2"
"8719","CXCL9"
"8720","SMARCD3"
"8721","GALNTL6"
"8722","ARAP3"
"8723","ABCB10"
"8724","PIGQ"
"8725","CD2BP2"
"8726","TMED1"
"8727","BIN3"
"8728","UBQLN4"
"8729","FAM210B"
"8730","CAMSAP2"
"8731","SCN8A"
"8732","KCNMB3"
"8733","PDCD2L"
"8734","FN3KRP"
"8735","FARS2"
"8736","FANCE"
"8737","DUSP12"
"8738","DNAAF1"
"8739","CMTM3"
"8740","CDO1"
"8741","PLSCR2"
"8742","LMAN2L"
"8743","NEK4"
"8744","MKRN2"
"8745","GTF2F2"
"8746","SGPP1"
"8747","SLC25A36"
"8748","FKBP3"
"8749","LINC00880"
"8750","PPTC7"
"8751","LRP10"
"8752","LAMC3"
"8753","WRAP73"
"8754","ZNF593"
"8755","TFAP4"
"8756","NOL12"
"8757","CAPZA2"
"8758","C19orf48"
"8759","TRAPPC11"
"8760","CCDC6"
"8761","TMEM115"
"8762","TNFSF12"
"8763","FASTKD3"
"8764","AMD1"
"8765","PAPPA"
"8766","COQ4"
"8767","C5orf51"
"8768","OSBPL11"
"8769","IRX3"
"8770","NFS1"
"8771","B3GAT3"
"8772","CAPN3"
"8773","MATN2"
"8774","SRSF5"
"8775","ALKBH3"
"8776","TMEM119"
"8777","LEFTY1"
"8778","WDR93"
"8779","TMOD3"
"8780","GTF2E2"
"8781","ZFYVE19"
"8782","CLCN7"
"8783","CAMSAP1"
"8784","DOK3"
"8785","CAMTA2"
"8786","CCDC51"
"8787","RMRP"
"8788","NRIP3"
"8789","MBLAC1"
"8790","KCNH3"
"8791","CCDC168"
"8792","SLC5A6"
"8793","CLASRP"
"8794","FSBP"
"8795","TMEM65"
"8796","B9D1"
"8797","NPEPL1"
"8798","MAGT1"
"8799","EIF3L"
"8800","CENPBD1"
"8801","SNX33"
"8802","NUDT3"
"8803","CYHR1"
"8804","UCK1"
"8805","GCDH"
"8806","TECR"
"8807","FBRS"
"8808","TTLL4"
"8809","TGM1"
"8810","ATP11A"
"8811","C15orf39"
"8812","PAN3-AS1"
"8813","ECT2"
"8814","KCTD5"
"8815","TRMT12"
"8816","F12"
"8817","MYH7B"
"8818","PLIN2"
"8819","DHODH"
"8820","PHKG2"
"8821","LHPP"
"8822","ZNF888"
"8823","CCNG1"
"8824","DNAJB6"
"8825","MRPL50"
"8826","TBC1D30"
"8827","TMEM186"
"8828","PRPSAP1"
"8829","HEATR5A"
"8830","COG4"
"8831","HEATR4"
"8832","SHOC2"
"8833","CLK3"
"8834","RTN4RL2"
"8835","TONSL"
"8836","NARS2"
"8837","IDH1-AS1"
"8838","PPP2R3C"
"8839","POLR2D"
"8840","ZGLP1"
"8841","ZNRF3"
"8842","TBC1D22A"
"8843","RTN2"
"8844","SP100"
"8845","MTMR10"
"8846","TMED5"
"8847","KLHL22"
"8848","CAB39"
"8849","TM9SF3"
"8850","LRRC63"
"8851","PDE3A"
"8852","HPS5"
"8853","PIGA"
"8854","MGRN1"
"8855","ZNF622"
"8856","UGDH"
"8857","USP49"
"8858","PPIG"
"8859","SCOC"
"8860","DEAF1"
"8861","NDUFA4L2"
"8862","UBP1"
"8863","C8orf58"
"8864","ITPKB-AS1"
"8865","IL10"
"8866","NAB1"
"8867","C1orf74"
"8868","TMEM231"
"8869","CCDC134"
"8870","TUSC2"
"8871","EMC3"
"8872","GTF2H1"
"8873","YDJC"
"8874","WDR33"
"8875","FOXJ1"
"8876","TUFT1"
"8877","PLCH1"
"8878","AMPD3"
"8879","C17orf107"
"8880","PRPF6"
"8881","C19orf47"
"8882","KCNRG"
"8883","OSGIN2"
"8884","IDO1"
"8885","POP7"
"8886","GREB1L"
"8887","SNAP23"
"8888","RNF145"
"8889","GIMAP2"
"8890","EFCAB11"
"8891","ARHGAP5-AS1"
"8892","STX6"
"8893","NCBP2-AS1"
"8894","ANAPC2"
"8895","PLXNC1"
"8896","LY86-AS1"
"8897","AMPD2"
"8898","TMSB4Y"
"8899","UBE2Q1"
"8900","TRIM69"
"8901","ARNT"
"8902","SPDYA"
"8903","RHBDD3"
"8904","EPM2A"
"8905","SMARCE1"
"8906","TUBGCP3"
"8907","HSD17B12"
"8908","EVI5L"
"8909","HDAC8"
"8910","TST"
"8911","FAHD2A"
"8912","CDH26"
"8913","KPNA4"
"8914","TDRD9"
"8915","NAA60"
"8916","G3BP1"
"8917","ALKBH5"
"8918","PTRH2"
"8919","NOP9"
"8920","PHGDH"
"8921","PDE7B"
"8922","FUOM"
"8923","PRKACA"
"8924","BET1L"
"8925","COQ10B"
"8926","CCDC59"
"8927","FAM117B"
"8928","RAB5B"
"8929","IKZF4"
"8930","RPA3"
"8931","AHSP"
"8932","AP4B1-AS1"
"8933","NUDT15"
"8934","PMM1"
"8935","AC011997.1"
"8936","HMGCL"
"8937","TRIP4"
"8938","MAP2K2"
"8939","WASF3"
"8940","ZNF471"
"8941","ATPAF1"
"8942","MED16"
"8943","ZNF628"
"8944","CRAT"
"8945","C17orf58"
"8946","CDRT4"
"8947","KLHL26"
"8948","MRPL48"
"8949","WDR1"
"8950","EME1"
"8951","C7orf57"
"8952","NUS1"
"8953","SHMT1"
"8954","UBXN2B"
"8955","MAP6D1"
"8956","SAG"
"8957","BMP8B"
"8958","USP32"
"8959","RAB19"
"8960","USP4"
"8961","PLD1"
"8962","PIPOX"
"8963","BCDIN3D-AS1"
"8964","ALOX12B"
"8965","DMAP1"
"8966","SMAD5-AS1"
"8967","PHF11"
"8968","SPATS2L"
"8969","MSH5"
"8970","DARS2"
"8971","EIF4G1"
"8972","EDRF1-AS1"
"8973","RAB24"
"8974","ABHD11"
"8975","TMPRSS3"
"8976","GRK6"
"8977","CMC2"
"8978","CHPF2"
"8979","THEM5"
"8980","NDUFB1"
"8981","HSF4"
"8982","HDDC3"
"8983","LINC00470"
"8984","HCFC1R1"
"8985","ZNF252P-AS1"
"8986","RCBTB1"
"8987","TK2"
"8988","MRPS33"
"8989","PPP1R14C"
"8990","GATA6"
"8991","N4BP2L1"
"8992","FUZ"
"8993","UBE2W"
"8994","MRTO4"
"8995","SLC25A35"
"8996","ATG5"
"8997","MIF"
"8998","NT5C3B"
"8999","EPB41L4A-AS1"
"9000","STT3B"
"9001","RTN4"
"9002","PLXNB1"
"9003","ING4"
"9004","SMCO4"
"9005","SSR4"
"9006","MKKS"
"9007","ABCG2"
"9008","PDP1"
"9009","OSBPL10-AS1"
"9010","TNFAIP8"
"9011","NEDD4L"
"9012","MYL5"
"9013","SPATA2"
"9014","SDHAF2"
"9015","PRSS36"
"9016","POF1B"
"9017","SLC41A3"
"9018","PPP2R5B"
"9019","PATL1"
"9020","TXNDC17"
"9021","MBOAT7"
"9022","CTF1"
"9023","TFPT"
"9024","HSD17B6"
"9025","TIMM10"
"9026","MRPL35"
"9027","CRTC2"
"9028","USF1"
"9029","HSF2BP"
"9030","SLC30A9"
"9031","DNAH11"
"9032","SH3RF2"
"9033","CCZ1B"
"9034","FBXO27"
"9035","DTX2"
"9036","RIC8A"
"9037","DDX56"
"9038","REEP3"
"9039","ZNF396"
"9040","EFNA3"
"9041","PGP"
"9042","AKR1C1"
"9043","SRA1"
"9044","SPATA2L"
"9045","RRNAD1"
"9046","B3GNT9"
"9047","RPL22"
"9048","LINC00271"
"9049","IDH1"
"9050","ANO10"
"9051","SEMA6A"
"9052","NUB1"
"9053","EARS2"
"9054","AR"
"9055","LDHA"
"9056","GDAP2"
"9057","SEMA7A"
"9058","KTN1"
"9059","SMIM15"
"9060","DNAJC25"
"9061","STAT3"
"9062","SEC63"
"9063","SLBP"
"9064","MMP24"
"9065","STK25"
"9066","OGDH"
"9067","TTLL11"
"9068","S1PR4"
"9069","TNFRSF12A"
"9070","GALNT1"
"9071","CD46"
"9072","EIF3H"
"9073","PGAM5"
"9074","QTRT1"
"9075","TLR6"
"9076","PRSS16"
"9077","FAM118A"
"9078","SLC25A14"
"9079","FAM71E1"
"9080","RRAGA"
"9081","USP39"
"9082","CTPS2"
"9083","MTTP"
"9084","CD99L2"
"9085","PSEN1"
"9086","KCTD17"
"9087","SAR1B"
"9088","AKR1E2"
"9089","ARL8A"
"9090","DNASE2"
"9091","AMPH"
"9092","C1orf116"
"9093","PDE1B"
"9094","SPOPL"
"9095","BFSP2-AS1"
"9096","TMCO3"
"9097","SNHG18"
"9098","MRPL17"
"9099","EFR3A"
"9100","R3HCC1"
"9101","AC083843.2"
"9102","PDIA6"
"9103","UPRT"
"9104","KCNK6"
"9105","CD180"
"9106","ARHGAP27"
"9107","CLINT1"
"9108","EDN1"
"9109","ATF7"
"9110","PDZD11"
"9111","RPUSD4"
"9112","SPCS3"
"9113","NPAS2"
"9114","FGD5-AS1"
"9115","CCDC113"
"9116","NBPF10"
"9117","F8"
"9118","CCNK"
"9119","UNC13A"
"9120","ELANE"
"9121","C6orf163"
"9122","KPNA3"
"9123","GLI1"
"9124","BCL2L12"
"9125","EIF4EBP2"
"9126","NUP210L"
"9127","ARMC6"
"9128","COA1"
"9129","XRCC1"
"9130","TMEM203"
"9131","GML"
"9132","NPR3"
"9133","PSMD14"
"9134","CRYGN"
"9135","MTCP1"
"9136","SPATA9"
"9137","CCDC144NL"
"9138","IFT140"
"9139","CCNB1"
"9140","FAM71F2"
"9141","SUCLA2"
"9142","SYBU"
"9143","ZBTB45"
"9144","WDR25"
"9145","SRSF12"
"9146","SLC7A8"
"9147","DNAH10OS"
"9148","PRKCD"
"9149","HNRNPDL"
"9150","PGLYRP2"
"9151","ENOPH1"
"9152","PSMB10"
"9153","DCXR"
"9154","GEMIN4"
"9155","N4BP2L2"
"9156","ARHGEF6"
"9157","VHL"
"9158","STIL"
"9159","ELF3"
"9160","DTD1"
"9161","TAF9B"
"9162","ERF"
"9163","STAG2"
"9164","SIAE"
"9165","ANKRD13A"
"9166","OGN"
"9167","ADAR"
"9168","LYG1"
"9169","PPP4R4"
"9170","PUM1"
"9171","METTL23"
"9172","RPS4Y2"
"9173","SKP2"
"9174","FAM53A"
"9175","TM7SF3"
"9176","PTPN1"
"9177","RCVRN"
"9178","SCFD1"
"9179","GANC"
"9180","ADAP2"
"9181","CTNS"
"9182","ASCC2"
"9183","GDF9"
"9184","RCOR1"
"9185","MRPL19"
"9186","FAM209B"
"9187","CCDC96"
"9188","RARA"
"9189","ENDOV"
"9190","DCAF7"
"9191","MRPL2"
"9192","FAM3A"
"9193","ACCS"
"9194","ABHD13"
"9195","FKBPL"
"9196","CDCA5"
"9197","ASAH2"
"9198","WWC2"
"9199","MUL1"
"9200","CDC40"
"9201","GLOD4"
"9202","TBC1D10A"
"9203","DHX32"
"9204","FAM149B1"
"9205","CCDC74A"
"9206","LRR1"
"9207","ANXA3"
"9208","GPR135"
"9209","FGF7"
"9210","C9orf24"
"9211","ORMDL2"
"9212","LINC00449"
"9213","TANGO2"
"9214","ARL6IP1"
"9215","ACADS"
"9216","SPA17"
"9217","LMNB2"
"9218","OGFOD2"
"9219","TBRG4"
"9220","CDT1"
"9221","KIF1C"
"9222","FUT2"
"9223","RBM45"
"9224","IDUA"
"9225","MPV17L"
"9226","ALG1"
"9227","RHNO1"
"9228","MRPS24"
"9229","PDLIM5"
"9230","TOR1AIP1"
"9231","PDK2"
"9232","SURF2"
"9233","IFI35"
"9234","SIAH1"
"9235","YKT6"
"9236","CAPN14"
"9237","CELF2"
"9238","ACTR1B"
"9239","SLFN11"
"9240","CD300LF"
"9241","ARFRP1"
"9242","PTBP3"
"9243","YWHAE"
"9244","IRAK1"
"9245","CEP170B"
"9246","TIGD4"
"9247","DYM"
"9248","FASTKD1"
"9249","ANKRD34B"
"9250","PRPSAP2"
"9251","FBXO9"
"9252","TMEM214"
"9253","RFC2"
"9254","STXBP6"
"9255","VPS36"
"9256","TSNARE1"
"9257","AAMDC"
"9258","KRTAP16-1"
"9259","SEPHS1"
"9260","WDR45B"
"9261","EXOSC3"
"9262","PACSIN2"
"9263","RBM15B"
"9264","GDF10"
"9265","LIPH"
"9266","CNIH2"
"9267","NANP"
"9268","RNF139"
"9269","IRF2"
"9270","ACOT8"
"9271","PRICKLE2"
"9272","ACAT1"
"9273","SPINT2"
"9274","DNAL4"
"9275","PML"
"9276","PNPLA6"
"9277","VIPAS39"
"9278","VWF"
"9279","NXT2"
"9280","TMEM237"
"9281","SIGLEC1"
"9282","LYRM1"
"9283","CDC20"
"9284","LRRC46"
"9285","DHRS4-AS1"
"9286","COX6B1"
"9287","PCCA"
"9288","NUDT18"
"9289","EXOSC4"
"9290","UTP18"
"9291","PPP2CB"
"9292","DRG2"
"9293","RMDN1"
"9294","BRD4"
"9295","TGOLN2"
"9296","FEM1A"
"9297","SH2B3"
"9298","LZIC"
"9299","STXBP3"
"9300","CTIF"
"9301","SLC25A46"
"9302","PEX5"
"9303","RBM3"
"9304","SLC36A1"
"9305","VAC14"
"9306","IMPG2"
"9307","ARSD"
"9308","TEX261"
"9309","NICN1"
"9310","SMCR5"
"9311","OLFM1"
"9312","PEX19"
"9313","XAB2"
"9314","MCM5"
