"","x"
"9315","GRID2IP"
"9316","COMMD6"
"9317","KCTD16"
"9318","MAP7D1"
"9319","PHF20"
"9320","FNBP4"
"9321","CD53"
"9322","TSHR"
"9323","PTP4A1"
"9324","OSBPL6"
"9325","LHFPL2"
"9326","PABPN1"
"9327","APOOL"
"9328","ARGLU1"
"9329","TPRN"
"9330","PSMC6"
"9331","PRMT6"
"9332","RGS7"
"9333","WDR4"
"9334","LINC00877"
"9335","SLC26A4"
"9336","FOXM1"
"9337","SIAH3"
"9338","AGAP3"
"9339","FST"
"9340","API5"
"9341","LCTL"
"9342","CTBS"
"9343","SNED1"
"9344","KBTBD11"
"9345","GNA12"
"9346","GABBR1"
"9347","TMEM126B"
"9348","RAPGEF3"
"9349","CNRIP1"
"9350","PREB"
"9351","RBM22"
"9352","HLA-E"
"9353","CLTCL1"
"9354","GFER"
"9355","RASL11A"
"9356","C17orf97"
"9357","NOP16"
"9358","SLC35E4"
"9359","LCP2"
"9360","PRCC"
"9361","VSIG2"
"9362","RBP5"
"9363","NTNG1"
"9364","LURAP1"
"9365","DERL2"
"9366","NBEAL1"
"9367","REEP4"
"9368","PREP"
"9369","ACSL4"
"9370","FAM222A"
"9371","TTC1"
"9372","ZNF20"
"9373","PUS1"
"9374","LCMT1"
"9375","PXDN"
"9376","SRSF11"
"9377","C18orf32"
"9378","C7orf25"
"9379","TINCR"
"9380","KIAA0100"
"9381","RBM7"
"9382","CCR3"
"9383","RBM25"
"9384","UBE2R2"
"9385","SOX5"
"9386","STK24"
"9387","GUCA1B"
"9388","SEC11A"
"9389","OPHN1"
"9390","ARHGAP11B"
"9391","FAHD1"
"9392","EYS"
"9393","CNEP1R1"
"9394","FEM1C"
"9395","P4HA1"
"9396","PRPS2"
"9397","HAL"
"9398","NEK2"
"9399","FASTK"
"9400","BRI3BP"
"9401","TAP2"
"9402","AP001437.1"
"9403","RPAIN"
"9404","TTK"
"9405","WASF1"
"9406","EIF3C"
"9407","TM9SF2"
"9408","PDCD10"
"9409","MAML3"
"9410","PDPK1"
"9411","TTC4"
"9412","BCL2L14"
"9413","CFLAR-AS1"
"9414","SLC4A2"
"9415","BSCL2"
"9416","GM2A"
"9417","TMEM127"
"9418","PRSS33"
"9419","KLHL12"
"9420","NAT1"
"9421","HEATR3"
"9422","LIPA"
"9423","PDSS1"
"9424","LINC00304"
"9425","COLGALT1"
"9426","EGLN1"
"9427","OXLD1"
"9428","HAUS1"
"9429","NDST2"
"9430","NDUFV3"
"9431","RPS4X"
"9432","BAG4"
"9433","CHST15"
"9434","APOM"
"9435","ACOX3"
"9436","NFU1"
"9437","CLN5"
"9438","LRRC70"
"9439","SHARPIN"
"9440","TMEM121"
"9441","MNT"
"9442","CIB2"
"9443","KPNA2"
"9444","DLEU7"
"9445","SLC52A1"
"9446","RAB3D"
"9447","NFIB"
"9448","IL17RC"
"9449","DDA1"
"9450","CCR2"
"9451","TIMM8B"
"9452","C2CD2L"
"9453","LRRC27"
"9454","FBXO41"
"9455","DCK"
"9456","ARL6IP6"
"9457","ACLY"
"9458","NLRP6"
"9459","C15orf54"
"9460","BPHL"
"9461","MSANTD1"
"9462","OST4"
"9463","ZNF580"
"9464","EIF2AK4"
"9465","BHLHE41"
"9466","TADA3"
"9467","TRIM27"
"9468","MCOLN1"
"9469","PCBD2"
"9470","CD47"
"9471","SMIM7"
"9472","OSGEP"
"9473","LCA5L"
"9474","NRROS"
"9475","IGLL1"
"9476","ASMTL-AS1"
"9477","UBE2T"
"9478","DEPDC1B"
"9479","SUCLG2"
"9480","TMEM187"
"9481","FAM83H"
"9482","LINC00336"
"9483","LINC01088"
"9484","PISD"
"9485","NOL3"
"9486","TOMM5"
"9487","WDR62"
"9488","GRAMD4"
"9489","SEMA4G"
"9490","NTRK1"
"9491","MRPS18A"
"9492","VWA7"
"9493","ADI1"
"9494","ADCY3"
"9495","UBC"
"9496","HLX"
"9497","ARL6IP5"
"9498","SH3GL1"
"9499","SLC35C2"
"9500","RPS23"
"9501","MRPL9"
"9502","CUL1"
"9503","STARD3"
"9504","PCGF5"
"9505","KHSRP"
"9506","MRPL42"
"9507","SLC25A25"
"9508","SLC22A15"
"9509","RELL2"
"9510","SNX27"
"9511","RHOXF1"
"9512","HPDL"
"9513","DOHH"
"9514","C16orf95"
"9515","MXD3"
"9516","DUSP23"
"9517","JOSD2"
"9518","DDX5"
"9519","HMG20B"
"9520","BRSK1"
"9521","RAB11A"
"9522","CP"
"9523","POFUT1"
"9524","PAK4"
"9525","BRAT1"
"9526","SRPRB"
"9527","DNTTIP2"
"9528","CXorf58"
"9529","P2RX4"
"9530","CES4A"
"9531","NPTX1"
"9532","GLO1"
"9533","ABT1"
"9534","AGAP9"
"9535","TIMM23B"
"9536","NDC1"
"9537","SPTBN4"
"9538","JDP2"
"9539","DUS2"
"9540","U2AF2"
"9541","RAB25"
"9542","TSSK4"
"9543","MED25"
"9544","ELP5"
"9545","GOT2"
"9546","TBRG1"
"9547","CHN2"
"9548","CPT1C"
"9549","ROM1"
"9550","SMARCD2"
"9551","MT1G"
"9552","ALYREF"
"9553","RNF26"
"9554","RIMKLA"
"9555","ADAMTS13"
"9556","FBLIM1"
"9557","PACS2"
"9558","DCT"
"9559","U2SURP"
"9560","FOXN2"
"9561","RHOU"
"9562","TNFSF13"
"9563","HSCB"
"9564","NRG4"
"9565","JMJD8"
"9566","SLC35D2"
"9567","INO80E"
"9568","CA3"
"9569","STAT6"
"9570","RMI1"
"9571","PAQR8"
"9572","MED12L"
"9573","CCT6B"
"9574","ADO"
"9575","RNF41"
"9576","RUSC1-AS1"
"9577","DAGLB"
"9578","RAB1B"
"9579","SMIM4"
"9580","PEX2"
"9581","PCBP3"
"9582","UNC93B1"
"9583","RNF10"
"9584","HAMP"
"9585","CINP"
"9586","SCARB2"
"9587","NPHP4"
"9588","KIF15"
"9589","SLC35B1"
"9590","RAVER1"
"9591","PAXBP1-AS1"
"9592","SPOP"
"9593","MRPL39"
"9594","TMEM150B"
"9595","SMUG1"
"9596","GMIP"
"9597","DLGAP5"
"9598","CANT1"
"9599","ESCO2"
"9600","AC015987.1"
"9601","GPN3"
"9602","MYO7B"
"9603","MTM1"
"9604","C19orf18"
"9605","LRRC34"
"9606","UTP6"
"9607","CYTH2"
"9608","KCNA2"
"9609","PDE6D"
"9610","B4GALT2"
"9611","RFPL2"
"9612","MED27"
"9613","RAD51"
"9614","B3GNT4"
"9615","ZNF717"
"9616","DDN"
"9617","MIF4GD"
"9618","S100A13"
"9619","CCDC154"
"9620","VRK2"
"9621","TMEM106A"
"9622","ARL8B"
"9623","PKP3"
"9624","ANGEL1"
"9625","SRRM5"
"9626","FRG1"
"9627","RAC3"
"9628","FAM171A2"
"9629","RASA4B"
"9630","DPM2"
"9631","NIT2"
"9632","SCNM1"
"9633","MACROD1"
"9634","CPM"
"9635","KHK"
"9636","GYS1"
"9637","SPATA21"
"9638","METTL21A"
"9639","AHCYL2"
"9640","FBXW5"
"9641","ANGPT1"
"9642","KLHL5"
"9643","GSPT1"
"9644","PLAT"
"9645","REEP5"
"9646","VPS4A"
"9647","SNX24"
"9648","HSPA6"
"9649","PLEKHA7"
"9650","PAFAH1B1"
"9651","MMGT1"
"9652","CEP85"
"9653","GPSM1"
"9654","NLGN3"
"9655","SH3BGRL"
"9656","CDKN2AIPNL"
"9657","B3GALNT2"
"9658","MOB1A"
"9659","TACO1"
"9660","RCN3"
"9661","FEM1B"
"9662","TANK"
"9663","CNOT2"
"9664","PRC1"
"9665","AC012368.1"
"9666","PIN4"
"9667","PBLD"
"9668","FSTL3"
"9669","RASSF5"
"9670","KLHL4"
"9671","ERCC6L"
"9672","RPL13A"
"9673","HMGN4"
"9674","ASPSCR1"
"9675","GTF2H5"
"9676","NINJ2"
"9677","EVI5"
"9678","CDC42"
"9679","DYNC1LI1"
"9680","TMUB2"
"9681","INIP"
"9682","ACADM"
"9683","FCHO1"
"9684","CEBPA"
"9685","CCDC62"
"9686","SRSF3"
"9687","CCDC47"
"9688","CRLF3"
"9689","PTRHD1"
"9690","ABCB6"
"9691","DCUN1D1"
"9692","LILRB4"
"9693","AC100830.3"
"9694","TMUB1"
"9695","ERLIN2"
"9696","COPS8"
"9697","GGCT"
"9698","ZCCHC24"
"9699","IDI2-AS1"
"9700","CACNB2"
"9701","AC011043.1"
"9702","TMEM165"
"9703","PLEKHD1"
"9704","FSTL4"
"9705","PWWP2B"
"9706","FKBP7"
"9707","ZNF672"
"9708","MIA2"
"9709","SPATA41"
"9710","PCYT1B"
"9711","PSPN"
"9712","SUB1"
"9713","PRRC2C"
"9714","CIAPIN1"
"9715","PROB1"
"9716","DCDC1"
"9717","VSIG4"
"9718","RMI2"
"9719","TOMM40L"
"9720","GPR137"
"9721","SRGAP1"
"9722","COX5B"
"9723","TXNRD3"
"9724","RAI2"
"9725","CAMKK2"
"9726","FOXN3"
"9727","PITPNM1"
"9728","MEFV"
"9729","STIP1"
"9730","MIEN1"
"9731","DHRSX"
"9732","GSK3A"
"9733","CPA3"
"9734","CNOT11"
"9735","ARFGAP2"
"9736","LIN7C"
"9737","LONRF1"
"9738","MTFR1L"
"9739","GTF2B"
"9740","BLCAP"
"9741","IPO5"
"9742","THOC5"
"9743","TMEM201"
"9744","AC144831.1"
"9745","GMDS"
"9746","PBX2"
"9747","ABCE1"
"9748","PTGR2"
"9749","CCSAP"
"9750","NUP37"
"9751","RNASEH2B"
"9752","PLOD2"
"9753","SUMF2"
"9754","MCMDC2"
"9755","NUDT17"
"9756","CA1"
"9757","PPFIBP2"
"9758","SLC22A5"
"9759","CCDC106"
"9760","SPATA5L1"
"9761","SLITRK5"
"9762","UXT-AS1"
"9763","SCG5"
"9764","COPG1"
"9765","FTSJ1"
"9766","UBXN6"
"9767","POLR3C"
"9768","EFCAB12"
"9769","SHROOM1"
"9770","C8orf82"
"9771","CAPN1"
"9772","PANK2"
"9773","PLAA"
"9774","NAPA-AS1"
"9775","EDN3"
"9776","COL27A1"
"9777","ACBD6"
"9778","IL15RA"
"9779","SLC25A1"
"9780","IPO13"
"9781","BCAS2"
"9782","IQCE"
"9783","NBPF9"
"9784","PPP1CA"
"9785","SMPD2"
"9786","EPB41L2"
"9787","ULK2"
"9788","MAP7D2"
"9789","EFCAB6"
"9790","TSNAX"
"9791","RBBP7"
"9792","DDX28"
"9793","STX12"
"9794","MCCC1"
"9795","ATIC"
"9796","IDH2"
"9797","SAE1"
"9798","MIR181A1HG"
"9799","SLC22A1"
"9800","DNAH7"
"9801","MSRB2"
"9802","CCNYL1"
"9803","ATP6V1D"
"9804","SRRM2"
"9805","DRAP1"
"9806","RASAL1"
"9807","GMPS"
"9808","CRABP2"
"9809","RGS12"
"9810","ZPBP2"
"9811","SATB2"
"9812","ARHGAP30"
"9813","ALG2"
"9814","SRP19"
"9815","SCCPDH"
"9816","ARHGAP1"
"9817","IFNAR2"
"9818","HMGB1"
"9819","TRIM31"
"9820","PSMA7"
"9821","ARHGAP39"
"9822","NELFA"
"9823","ATF4"
"9824","DPH2"
"9825","CISD2"
"9826","HAS3"
"9827","SURF4"
"9828","PSMA6"
"9829","ASB16"
"9830","DALRD3"
"9831","SHROOM4"
"9832","TEX22"
"9833","PSMA4"
"9834","CALM3"
"9835","GDE1"
"9836","ZNF787"
"9837","SCAF11"
"9838","ATP6V1A"
"9839","DENND1A"
"9840","SUGT1"
"9841","ZC2HC1A"
"9842","POP4"
"9843","AZIN1"
"9844","SUFU"
"9845","GALNT8"
"9846","DENR"
"9847","MED30"
"9848","CHMP1A"
"9849","NOC2L"
"9850","NUDT7"
"9851","TMEM45A"
"9852","TLCD2"
"9853","CYP1B1-AS1"
"9854","HINT2"
"9855","GNB1"
"9856","SULT2B1"
"9857","CYP4F3"
"9858","TM9SF4"
"9859","ZC2HC1C"
"9860","BUB3"
"9861","DLAT"
"9862","ZCWPW2"
"9863","CYP24A1"
"9864","ZFR"
"9865","IL18BP"
"9866","ANKK1"
"9867","NTAN1"
"9868","C15orf62"
"9869","NUDT16"
"9870","THNSL2"
"9871","CRB1"
"9872","HOMEZ"
"9873","ZACN"
"9874","UAP1L1"
"9875","FAM85B"
"9876","SET"
"9877","DEF6"
"9878","PCOLCE-AS1"
"9879","CNNM1"
"9880","RNASEH2C"
"9881","COA6"
"9882","PTPN9"
"9883","RRAS"
"9884","GEMIN6"
"9885","SYPL1"
"9886","HSDL2"
"9887","TXNDC9"
"9888","PFKM"
"9889","WDR5"
"9890","IPO7"
"9891","RFX5"
"9892","REPIN1"
"9893","PPIL1"
"9894","PPIL3"
"9895","DNM1"
"9896","SLC52A2"
"9897","GPN1"
"9898","ME2"
"9899","TMEM164"
"9900","SNAP29"
"9901","NCBP2"
"9902","CPSF4"
"9903","GBA"
"9904","CLC"
"9905","SCAMP3"
"9906","GINM1"
"9907","DMD"
"9908","RPE"
"9909","LINC00865"
"9910","ALAS1"
"9911","PRLR"
"9912","KCMF1"
"9913","PITPNA"
"9914","LARP1"
"9915","CETP"
"9916","FSD1L"
"9917","KSR1"
"9918","PRELID2"
"9919","PEBP1"
"9920","C1QTNF4"
"9921","ASF1B"
"9922","IL18"
"9923","PKN1"
"9924","GALE"
"9925","CSNK2A1"
"9926","FAM50A"
"9927","UBE2G2"
"9928","TMEM243"
"9929","SDCBP2"
"9930","ANAPC15"
"9931","HNRNPAB"
"9932","CHMP3"
"9933","KPNB1"
"9934","DTD2"
"9935","MYO5C"
"9936","CAPN8"
"9937","GRAMD1B"
"9938","C4orf33"
"9939","C2CD2"
"9940","MEX3D"
"9941","GRB10"
"9942","EFNA4"
"9943","GUCY2C"
"9944","SMIM20"
"9945","KCNJ12"
"9946","NMD3"
"9947","UQCRB"
"9948","HCG14"
"9949","CRBN"
"9950","TAX1BP3"
"9951","NOS1AP"
"9952","ACTA2-AS1"
"9953","SLC26A5"
"9954","CCDC28A"
"9955","MPHOSPH6"
"9956","TUBGCP2"
"9957","GLUD1"
"9958","SH3KBP1"
"9959","VPS72"
"9960","ACER1"
"9961","AC005253.2"
"9962","DYNC2LI1"
"9963","METAP2"
"9964","STX18"
"9965","NSMCE4A"
"9966","PPIH"
"9967","RAPSN"
"9968","KIF23"
"9969","GPR146"
"9970","IGFL2"
"9971","ZNF24"
"9972","ALDH1B1"
"9973","REPS1"
"9974","DNAH12"
"9975","KDM1B"
"9976","THBS3"
"9977","RTN4IP1"
"9978","PAFAH1B3"
"9979","ZMAT5"
"9980","VTA1"
"9981","HDLBP"
"9982","HRH4"
"9983","TRMT2A"
"9984","CDK5RAP3"
"9985","MGMT"
"9986","UBE2M"
"9987","C14orf119"
"9988","SOX7"
"9989","TELO2"
"9990","GALNT4"
"9991","GPR137B"
"9992","CYTIP"
"9993","TMEM199"
"9994","PIAS1"
"9995","ZDHHC3"
"9996","JARID2-AS1"
"9997","ST6GALNAC4"
"9998","PLD2"
"9999","LRP3"
"10000","FAM220A"
"10001","ZW10"
"10002","TRAK1"
"10003","MAPRE3"
"10004","RNF31"
"10005","GPR63"
"10006","PTPN2"
"10007","WTIP"
"10008","GSS"
"10009","MAPK12"
"10010","PTEN"
"10011","CARM1"
"10012","FAM207A"
"10013","CDKL5"
"10014","GGCX"
"10015","ZNF296"
"10016","CERS3"
"10017","PIGZ"
"10018","GET4"
"10019","PHF19"
"10020","GREB1"
"10021","NUDT6"
"10022","EIF2S2"
"10023","FBXO24"
"10024","TPBG"
"10025","HNRNPA2B1"
"10026","RBM24"
"10027","AGPS"
"10028","CDKN2B"
"10029","DGAT1"
"10030","HCAR2"
"10031","PEA15"
"10032","GTF2H4"
"10033","A1BG-AS1"
"10034","CKS1B"
"10035","FAM102B"
"10036","CPB2-AS1"
"10037","RHOT1"
"10038","PLA2G7"
"10039","LAMTOR1"
"10040","MASP2"
"10041","HDHD2"
"10042","LZTS1"
"10043","AHCYL1"
"10044","BEND3"
"10045","MMACHC"
"10046","RGS9BP"
"10047","IGFLR1"
"10048","GNB2"
"10049","C20orf96"
"10050","GYG1"
"10051","ZNF330"
"10052","LANCL2"
"10053","USP5"
"10054","SLC9A3R2"
"10055","PIGS"
"10056","KLHL13"
"10057","MCEE"
"10058","IPO4"
"10059","CHMP4A"
"10060","PLRG1"
"10061","POGK"
"10062","ARL2"
"10063","FCGR1B"
"10064","ROR2"
"10065","KLF11"
"10066","SYT17"
"10067","PARS2"
"10068","DSCAML1"
"10069","SPATA24"
"10070","PAGR1"
"10071","FAM118B"
"10072","RPL7L1"
"10073","DRD4"
"10074","RNF126"
"10075","ITGB1BP1"
"10076","WAC"
"10077","NIPA2"
"10078","PXDC1"
"10079","NENF"
"10080","ARHGDIB"
"10081","NMNAT1"
"10082","CLIP3"
"10083","SMC1B"
"10084","VSTM2B"
"10085","NRAS"
"10086","C1orf54"
"10087","OAZ2"
"10088","GPBP1L1"
"10089","CSF2RA"
"10090","VENTX"
"10091","UBXN7-AS1"
"10092","MEMO1"
"10093","NQO2"
"10094","ALPL"
"10095","RAE1"
"10096","SSR2"
"10097","DNAJC19"
"10098","AAAS"
"10099","STAU1"
"10100","DCAF12"
"10101","RPL38"
"10102","RFTN2"
"10103","ERLIN1"
"10104","MFSD5"
"10105","CGN"
"10106","PPM1F"
"10107","PTGES2"
"10108","GNPDA1"
"10109","NCKIPSD"
"10110","PTP4A3"
"10111","TMEM104"
"10112","OCEL1"
"10113","MAP2K5"
"10114","POLD1"
"10115","ALDH9A1"
"10116","FAM204A"
"10117","RCSD1"
"10118","GPR75"
"10119","UMODL1"
"10120","HTATIP2"
"10121","R3HDM4"
"10122","CCDC81"
"10123","NDUFAF3"
"10124","AC112721.2"
"10125","NTRK2"
"10126","MEGF11"
"10127","SEC61A1"
"10128","FARSB"
"10129","SNW1"
"10130","IFRD2"
"10131","SOD1"
"10132","NHLRC4"
"10133","LMBRD1"
"10134","SON"
"10135","LGALS14"
"10136","HEXB"
"10137","LYG2"
"10138","ZNF629"
"10139","TNFRSF10C"
"10140","MBNL1"
"10141","AP1B1"
"10142","CLDN7"
"10143","CDHR2"
"10144","FAM174A"
"10145","NCDN"
"10146","C7orf61"
"10147","NCEH1"
"10148","NIPAL1"
"10149","PDE2A"
"10150","SORBS3"
"10151","CEBPE"
"10152","AC023590.1"
"10153","LINC00847"
"10154","ABHD12"
"10155","PCBP1"
"10156","DLST"
"10157","FBXL15"
"10158","MRPS36"
"10159","GPRIN1"
"10160","VASH2"
"10161","GAS2"
"10162","PCCB"
"10163","GRAMD1A"
"10164","UBAC2"
"10165","ASB14"
"10166","BAD"
"10167","RNF141"
"10168","HLA-C"
"10169","NT5DC3"
"10170","SDF4"
"10171","UBE2D4"
"10172","NEBL"
"10173","FLII"
"10174","KCNK7"
"10175","CAPRIN1"
"10176","IFT27"
"10177","TMEM167B"
"10178","CYB5R3"
"10179","ZBTB7B"
"10180","DDX18"
"10181","RBM20"
"10182","SNRNP70"
"10183","SFPQ"
"10184","PTGES3L"
"10185","DPM3"
"10186","SLC12A7"
"10187","DOCK6"
"10188","PLXNA2"
"10189","RIBC1"
"10190","CAMTA1"
"10191","MRPS26"
"10192","STARD4-AS1"
"10193","DHRS7B"
"10194","PXMP2"
"10195","CABLES1"
"10196","CRHBP"
"10197","CDC20B"
"10198","ACER3"
"10199","CERS2"
"10200","PLEKHB2"
"10201","MRPS18B"
"10202","NDUFAF1"
"10203","PLAGL2"
"10204","PC"
"10205","FGD4"
"10206","APH1B"
"10207","PRPF40A"
"10208","CHMP2B"
"10209","NUDT13"
"10210","ABHD16A"
"10211","TBC1D7"
"10212","TM9SF1"
"10213","FMO1"
"10214","CARD17"
"10215","PSRC1"
"10216","MAPK3"
"10217","METTL9"
"10218","VPS9D1-AS1"
"10219","FPR2"
"10220","HSD11B1"
"10221","SHMT2"
"10222","EEF1A1"
"10223","TRAPPC2L"
"10224","SDR16C5"
"10225","ZNF697"
"10226","SLC35D3"
"10227","NLGN4Y"
"10228","STK16"
"10229","CREB3"
"10230","SLC25A40"
"10231","RAB4A"
"10232","CPT2"
"10233","LRRC8D"
"10234","PPL"
"10235","VNN1"
"10236","SRSF6"
"10237","TDRD15"
"10238","PLCD4"
"10239","GUK1"
"10240","ZDHHC11"
"10241","PLA2G4C"
"10242","KMT2E"
"10243","NDFIP1"
"10244","TLR8"
"10245","GRB14"
"10246","GNL2"
"10247","ADPGK"
"10248","CNPPD1"
"10249","TPRKB"
"10250","RMND5B"
"10251","BPI"
"10252","LPP-AS2"
"10253","TOMM20L"
"10254","RPS13"
"10255","ALG14"
"10256","OSER1"
"10257","SCN4A"
"10258","GNB3"
"10259","POLR2I"
"10260","RTEL1"
"10261","FKBP4"
"10262","TBC1D1"
"10263","EPS8"
"10264","FAH"
"10265","COX15"
"10266","SIRT6"
"10267","OGFOD3"
"10268","TRAPPC12"
"10269","CEP55"
"10270","EIF3F"
"10271","TMEM262"
"10272","CPNE8"
"10273","CAT"
"10274","NOVA1"
"10275","SCIN"
"10276","NCS1"
"10277","CSF2RB"
"10278","ETFA"
"10279","CTDSP2"
"10280","TERF2IP"
"10281","DAZAP1"
"10282","RAB5A"
"10283","PPP1R36"
"10284","UQCRH"
"10285","CPNE1"
"10286","UROS"
"10287","DECR2"
"10288","CRLF1"
"10289","ALCAM"
"10290","TMEM217"
"10291","AKR1B1"
"10292","CYP4F12"
"10293","MRPS17"
"10294","CD164"
"10295","ERI2"
"10296","FAM104B"
"10297","ECM1"
"10298","GOLT1A"
"10299","CNTD1"
"10300","CCL23"
"10301","SMARCB1"
"10302","SPTSSA"
"10303","ERCC8"
"10304","THAP4"
"10305","TARBP2"
"10306","BFAR"
"10307","UBQLN1"
"10308","GNAS-AS1"
"10309","ADAMTS5"
"10310","FZD8"
"10311","CPNE3"
"10312","VASN"
"10313","NPL"
"10314","POLL"
"10315","ARSA"
"10316","ARMC3"
"10317","SLC26A6"
"10318","MGAT2"
"10319","TRMT61A"
"10320","CPSF3"
"10321","WDR31"
"10322","ANO7"
"10323","C9orf43"
"10324","EIF3K"
"10325","NUP62"
"10326","ACTR10"
"10327","BUB1B"
"10328","RABGGTB"
"10329","NDUFB2"
"10330","NUDT19"
"10331","ZFYVE21"
"10332","TMPRSS5"
"10333","SRSF10"
"10334","FBN2"
"10335","BCAT2"
"10336","TUBB6"
"10337","SNX20"
"10338","ALG8"
"10339","GNAS"
"10340","IMPDH1"
"10341","RING1"
"10342","TOMM34"
"10343","ZNF8"
"10344","SRR"
"10345","NANOS1"
"10346","ABHD6"
"10347","MAP3K11"
"10348","ARHGEF4"
"10349","SEC23B"
"10350","ARL3"
"10351","DBH"
"10352","GPR22"
"10353","C9orf64"
"10354","SH3TC1"
"10355","HAP1"
"10356","TEAD3"
"10357","TMEM52"
"10358","RNLS"
"10359","AAR2"
"10360","BCAN"
"10361","PPM1M"
"10362","ARMC12"
"10363","GNA11"
"10364","AVPI1"
"10365","LRRC47"
"10366","GCNT2"
"10367","ERP29"
"10368","NRN1"
"10369","YY1"
"10370","TCERG1L"
"10371","MCMBP"
"10372","SPATC1L"
"10373","ELF4"
"10374","AC012123.1"
"10375","LINC00598"
"10376","UBAC1"
"10377","HIGD1A"
"10378","RFPL3S"
"10379","DRAM1"
"10380","UNC50"
"10381","GPSM3"
"10382","NUDT16L1"
"10383","SLC9A5"
"10384","SCUBE3"
"10385","SEC14L5"
"10386","MRPS11"
"10387","CYB5R4"
"10388","GTF2F1"
"10389","RPL26L1"
"10390","CCNJ"
"10391","CCDC80"
"10392","BAK1"
"10393","COASY"
"10394","ZNF213"
"10395","SVOPL"
"10396","ACKR4"
"10397","FAM162A"
"10398","TSFM"
"10399","ZNRF1"
"10400","GHDC"
"10401","C16orf70"
"10402","ATP1B1"
"10403","LPO"
"10404","FBXL2"
"10405","IMMT"
"10406","DLL3"
"10407","DISP2"
"10408","CDV3"
"10409","HPS1"
"10410","C20orf27"
"10411","GAS6"
"10412","GMPPA"
"10413","TTC36"
"10414","RNF215"
"10415","HSPA4L"
"10416","SNRPA1"
"10417","ZNF428"
"10418","PAX8"
"10419","TSPAN7"
"10420","MRPS25"
"10421","USP2"
"10422","ETHE1"
"10423","ARHGAP29"
"10424","ZMIZ1"
"10425","CENPN"
"10426","CNKSR3"
"10427","TMPRSS11E"
"10428","MCM10"
"10429","NHLRC1"
"10430","MAP1LC3B"
"10431","L1TD1"
"10432","PLTP"
"10433","EGLN2"
"10434","ASMT"
"10435","SPRYD4"
"10436","CCDC38"
"10437","UBE3A"
"10438","PGS1"
"10439","CHRNA5"
"10440","NSA2"
"10441","PIGP"
"10442","STPG2"
"10443","RAB28"
"10444","TG"
"10445","WFDC3"
"10446","SMG9"
"10447","FAM214B"
"10448","RAB43"
"10449","HIBADH"
"10450","ABI1"
"10451","LMCD1"
"10452","TRIO"
"10453","GAS5-AS1"
"10454","GTF2IRD1"
"10455","IL17D"
"10456","RUFY3"
"10457","MIPOL1"
"10458","CCS"
"10459","OAZ3"
"10460","SLC4A1"
"10461","C11orf95"
"10462","PMF1"
"10463","SRGAP2"
"10464","SHISA2"
"10465","HOXA9"
"10466","RRAGC"
"10467","LINC00106"
"10468","GLE1"
"10469","ADRA2A"
"10470","TOLLIP"
"10471","CPLX1"
"10472","USP27X-AS1"
"10473","PCDHGB2"
"10474","SLC22A18"
"10475","PHYKPL"
"10476","MYT1L"
"10477","C1S"
"10478","KRT23"
"10479","POLDIP3"
"10480","CRNDE"
"10481","ENTPD6"
"10482","HCG20"
"10483","HNRNPL"
"10484","ADRB1"
"10485","CATSPER3"
"10486","NOC4L"
"10487","COMMD7"
"10488","PARP3"
"10489","AC092159.2"
"10490","NIM1K"
"10491","HSPA12A"
"10492","SCN11A"
"10493","OIP5"
"10494","SYCE2"
"10495","ZDHHC7"
"10496","SLCO5A1"
"10497","PANK1"
"10498","AANAT"
"10499","SULT1A2"
"10500","LSM2"
"10501","VCP"
"10502","HADH"
"10503","TBL3"
"10504","CNPY2"
"10505","SLC27A1"
"10506","STARD7"
"10507","SLC47A1"
"10508","DAZAP2"
"10509","SLC35C1"
"10510","ABTB2"
"10511","TRPC3"
"10512","SGMS2"
"10513","MRPS18C"
"10514","ERI3"
"10515","IFT20"
"10516","GBP6"
"10517","MRPL55"
"10518","ESRP2"
"10519","B3GNTL1"
"10520","CEACAM19"
"10521","TFDP1"
"10522","PEX11G"
"10523","SPTLC1"
"10524","HPN"
"10525","ATP13A1"
"10526","MALSU1"
"10527","GALNT18"
"10528","MOB3B"
"10529","LETMD1"
"10530","ABCB7"
"10531","BCL2L2"
"10532","LURAP1L"
"10533","RPS15A"
"10534","CCDC183"
"10535","DOK1"
"10536","POLR3K"
"10537","LAMB1"
"10538","DGCR6"
"10539","DHRS4L2"
"10540","CMTM1"
"10541","SF1"
"10542","MTX2"
"10543","MRRF"
"10544","HFE"
"10545","KCNT1"
"10546","MT-ND1"
"10547","WNT1"
"10548","IL1R1"
"10549","ABHD14B"
"10550","SH3BP1"
"10551","SLC44A3"
"10552","NAT9"
"10553","SHPK"
"10554","LRP11"
"10555","ENDOG"
"10556","LBX2-AS1"
"10557","ZSCAN23"
"10558","C2orf81"
"10559","CPSF6"
"10560","TAF15"
"10561","C10orf67"
"10562","SCRG1"
"10563","MFSD12"
"10564","ZFP92"
"10565","FRY-AS1"
"10566","ALOXE3"
"10567","GNMT"
"10568","SPESP1"
"10569","C2orf50"
"10570","ACAD9"
"10571","STK32C"
"10572","DUT"
"10573","LINC00638"
"10574","CERS6"
"10575","SHC1"
"10576","ADPGK-AS1"
"10577","VTI1B"
"10578","STT3A"
"10579","MCRS1"
"10580","DTL"
"10581","DDX46"
"10582","WBP1"
"10583","HLA-A"
"10584","PUSL1"
"10585","KLF16"
"10586","ZGPAT"
"10587","RSPH1"
"10588","ZFAND6"
