"","run","experiment","value","method","replicate","name","result","group"
"181","fine_clean_low_dim_simulations","K","1","group_lasso",26,"Beta_SSE",3.79485486431439,"Kgroup_lassoBeta_SSE"
"182","fine_clean_low_dim_simulations","K","1","group_lasso",26,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"183","fine_clean_low_dim_simulations","K","1","group_lasso",26,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"184","fine_clean_low_dim_simulations","K","1","group_lasso",26,"KL_divergence",0.0168150906489505,"Kgroup_lassoKL_divergence"
"185","fine_clean_low_dim_simulations","K","1","group_lasso",26,"hellinger_distance",0.0508226544702653,"Kgroup_lassohellinger_distance"
"186","fine_clean_low_dim_simulations","K","1","group_lasso",26,"error",0.2357,"Kgroup_lassoerror"
"187","fine_clean_low_dim_simulations","K","1","group_lasso",26,"best_case_Beta_SSE",3.79485486431439,"Kgroup_lassobest_case_Beta_SSE"
"188","fine_clean_low_dim_simulations","K","1","group_lasso",26,"best_case_KL_divergence",0.0168148780293935,"Kgroup_lassobest_case_KL_divergence"
"189","fine_clean_low_dim_simulations","K","1","group_lasso",26,"best_case_hellinger_distance",0.0508223883805415,"Kgroup_lassobest_case_hellinger_distance"
"190","fine_clean_low_dim_simulations","K","1","group_lasso",26,"best_case_error",0.2347,"Kgroup_lassobest_case_error"
"191","fine_clean_low_dim_simulations","K","1","group_lasso",27,"Beta_SSE",3.7378761949023,"Kgroup_lassoBeta_SSE"
"192","fine_clean_low_dim_simulations","K","1","group_lasso",27,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"193","fine_clean_low_dim_simulations","K","1","group_lasso",27,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"194","fine_clean_low_dim_simulations","K","1","group_lasso",27,"KL_divergence",0.0158995376278069,"Kgroup_lassoKL_divergence"
"195","fine_clean_low_dim_simulations","K","1","group_lasso",27,"hellinger_distance",0.0485892478030924,"Kgroup_lassohellinger_distance"
"196","fine_clean_low_dim_simulations","K","1","group_lasso",27,"error",0.2383,"Kgroup_lassoerror"
"197","fine_clean_low_dim_simulations","K","1","group_lasso",27,"best_case_Beta_SSE",3.7372810816286,"Kgroup_lassobest_case_Beta_SSE"
"198","fine_clean_low_dim_simulations","K","1","group_lasso",27,"best_case_KL_divergence",0.0158991518181057,"Kgroup_lassobest_case_KL_divergence"
"199","fine_clean_low_dim_simulations","K","1","group_lasso",27,"best_case_hellinger_distance",0.0485883189648729,"Kgroup_lassobest_case_hellinger_distance"
"200","fine_clean_low_dim_simulations","K","1","group_lasso",27,"best_case_error",0.2377,"Kgroup_lassobest_case_error"
"201","fine_clean_low_dim_simulations","K","1","group_lasso",28,"Beta_SSE",3.82302828812608,"Kgroup_lassoBeta_SSE"
"202","fine_clean_low_dim_simulations","K","1","group_lasso",28,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
"203","fine_clean_low_dim_simulations","K","1","group_lasso",28,"Beta_TPR",1,"Kgroup_lassoBeta_TPR"
"204","fine_clean_low_dim_simulations","K","1","group_lasso",28,"KL_divergence",0.0136647273380231,"Kgroup_lassoKL_divergence"
"205","fine_clean_low_dim_simulations","K","1","group_lasso",28,"hellinger_distance",0.0454010614847366,"Kgroup_lassohellinger_distance"
"206","fine_clean_low_dim_simulations","K","1","group_lasso",28,"error",0.2531,"Kgroup_lassoerror"
"207","fine_clean_low_dim_simulations","K","1","group_lasso",28,"best_case_Beta_SSE",3.82302828812608,"Kgroup_lassobest_case_Beta_SSE"
"208","fine_clean_low_dim_simulations","K","1","group_lasso",28,"best_case_KL_divergence",0.0136647273380231,"Kgroup_lassobest_case_KL_divergence"
"209","fine_clean_low_dim_simulations","K","1","group_lasso",28,"best_case_hellinger_distance",0.0454010614847366,"Kgroup_lassobest_case_hellinger_distance"
"210","fine_clean_low_dim_simulations","K","1","group_lasso",28,"best_case_error",0.2523,"Kgroup_lassobest_case_error"
"211","fine_clean_low_dim_simulations","K","1","group_lasso",29,"Beta_SSE",3.37231951578382,"Kgroup_lassoBeta_SSE"
"212","fine_clean_low_dim_simulations","K","1","group_lasso",29,"Beta_FPR",NA,"Kgroup_lassoBeta_FPR"
