"","run","experiment","value","method","replicate","Beta_SSE","Beta_FPR","Beta_TPR","KL_divergence","hellinger_distance","error","best_case_Beta_SSE","best_case_KL_divergence","best_case_hellinger_distance","best_case_error","oracle"
"Beta_SSE1487","random_X_and_Beta","nonzero",200,"glmnet_relabel",45,5273.66841708626,0.97,1,9.30436079849174,0.626774703809347,0.5383,3684.79870712897,7.56119725513048,0.597522629078911,0.5346,"observed"
"Beta_SSE1488","random_X_and_Beta","nonzero",200,"glmnet_relabel",46,5152.84361596618,0.95,1,9.35826290110345,0.633320975049089,0.5511,3633.21061614382,7.49932933807245,0.601225292798187,0.5431,"observed"
"Beta_SSE1489","random_X_and_Beta","nonzero",200,"glmnet_relabel",47,5210.01650133065,0.95,1,9.3908252474269,0.630058983792665,0.5436,3718.21588120946,7.54434112487031,0.598755557652146,0.5364,"observed"
"Beta_SSE1490","random_X_and_Beta","nonzero",200,"glmnet_relabel",48,5182.74087216992,0.97,1,9.95512585807933,0.643406006293792,0.5615,3733.25469754495,8.11143439213704,0.615922164943567,0.5501,"observed"
"Beta_SSE1491","random_X_and_Beta","nonzero",200,"glmnet_relabel",49,5212.22372968014,0.946666666666667,1,9.57933591702898,0.633482486563352,0.5403,3739.06659680796,7.83385892678932,0.607130271313848,0.5297,"observed"
"Beta_SSE1492","random_X_and_Beta","nonzero",200,"glmnet_relabel",5,5156.24969529055,0.946666666666667,1,9.27805648098952,0.62899074755367,0.5452,3743.42604120603,7.47968519324567,0.598638363767826,0.5359,"observed"
"Beta_SSE1493","random_X_and_Beta","nonzero",200,"glmnet_relabel",50,5270.25939021208,0.976666666666667,1,9.91512343870014,0.641083533756407,0.5557,3832.47983578431,8.08615456513805,0.612860756962019,0.5488,"observed"
"Beta_SSE1494","random_X_and_Beta","nonzero",200,"glmnet_relabel",6,5153.28097354363,0.96,1,9.9364986761418,0.6499336810209,0.5679,3712.49199584797,8.1101444884153,0.624221602014146,0.5554,"observed"
"Beta_SSE1495","random_X_and_Beta","nonzero",200,"glmnet_relabel",7,5232.60492385972,0.986666666666667,1,9.53524336015367,0.633403137774431,0.5492,3760.36727520895,7.741474960524,0.605653590659217,0.542,"observed"
"Beta_SSE1496","random_X_and_Beta","nonzero",200,"glmnet_relabel",8,5196.19168838836,0.96,1,9.45062002279032,0.631639242407072,0.5462,3667.99363613394,7.7205680149552,0.603899996243256,0.531,"observed"
"Beta_SSE1497","random_X_and_Beta","nonzero",200,"glmnet_relabel",9,5208.35223657755,0.993333333333333,1,9.9256413254583,0.64278297771581,0.5699,3884.43516307029,8.36733318132076,0.621028796386984,0.5594,"observed"
"Beta_SSE1498","random_X_and_Beta","nonzero",200,"glmnet_relabel",1,4457.42007714044,0.97,1,4.04789606828995,0.471281862427457,0.3729,2318.80279819031,2.94380342847312,0.411768697141448,0.37,"ORC_fine"
"Beta_SSE1499","random_X_and_Beta","nonzero",200,"glmnet_relabel",10,4376.84329291266,0.97,1,4.12667533487605,0.474681496309634,0.3805,2288.93038581047,2.99061883841571,0.41607164987464,0.3725,"ORC_fine"
"Beta_SSE1500","random_X_and_Beta","nonzero",200,"glmnet_relabel",11,4248.3388685209,0.986666666666667,1,4.16599470654517,0.47958146673873,0.3782,2222.77996268915,2.99517958172705,0.421571911945595,0.3751,"ORC_fine"
"Beta_SSE1501","random_X_and_Beta","nonzero",200,"glmnet_relabel",12,4345.46074914528,0.983333333333333,1,4.35446430657321,0.486550520402882,0.3787,2352.67417966775,3.12507374008518,0.428010250464795,0.3713,"ORC_fine"
"Beta_SSE1502","random_X_and_Beta","nonzero",200,"glmnet_relabel",13,4326.76545954557,0.996666666666667,1,4.10073106395463,0.478923837834906,0.383,2294.05323163999,3.09067736609296,0.427321959318342,0.3795,"ORC_fine"
"Beta_SSE1503","random_X_and_Beta","nonzero",200,"glmnet_relabel",14,4556.54130910381,0.956666666666667,1,4.24713564589217,0.478823429283244,0.3796,2599.22138338888,3.04085374693844,0.419214078555127,0.3746,"ORC_fine"
"Beta_SSE1504","random_X_and_Beta","nonzero",200,"glmnet_relabel",15,4327.91318787793,0.986666666666667,1,4.09223761322155,0.473693234940563,0.3718,2307.28164175131,2.99747989397827,0.417733798173882,0.3695,"ORC_fine"
"Beta_SSE1505","random_X_and_Beta","nonzero",200,"glmnet_relabel",16,4260.6895265675,0.976666666666667,1,4.03466263322141,0.472683054035358,0.3821,2254.85934826524,3.017266976049,0.420479675917282,0.3754,"ORC_fine"
"Beta_SSE1506","random_X_and_Beta","nonzero",200,"glmnet_relabel",17,4318.43428782789,0.99,1,4.16807816718145,0.477745549878399,0.3876,2371.76389625494,3.11650151440367,0.425757348597283,0.3786,"ORC_fine"
"Beta_SSE1507","random_X_and_Beta","nonzero",200,"glmnet_relabel",18,4435.23370453111,0.983333333333333,1,4.1857725093978,0.479537905037757,0.3792,2382.55100262252,3.10020756001466,0.425495506661512,0.3723,"ORC_fine"
"Beta_SSE1508","random_X_and_Beta","nonzero",200,"glmnet_relabel",19,4301.68137669633,0.986666666666667,1,4.07166448866952,0.47627970992698,0.3828,2270.84700816487,3.03734210361944,0.42220965457369,0.3765,"ORC_fine"
"Beta_SSE1509","random_X_and_Beta","nonzero",200,"glmnet_relabel",2,4406.88318889438,0.986666666666667,1,4.19692569460242,0.482135104672477,0.3851,2348.62791891677,3.03462472693498,0.424922935920501,0.3814,"ORC_fine"
"Beta_SSE1510","random_X_and_Beta","nonzero",200,"glmnet_relabel",20,4300.35207031108,0.993333333333333,1,3.95533114081162,0.472263789400702,0.378,2372.56964350565,2.88714117364389,0.417517588638052,0.3684,"ORC_fine"
"Beta_SSE1511","random_X_and_Beta","nonzero",200,"glmnet_relabel",21,4346.65594402413,0.98,1,4.26448933618862,0.485042458924928,0.3883,2255.12220014032,2.94741504425701,0.420719923970742,0.3841,"ORC_fine"
"Beta_SSE1512","random_X_and_Beta","nonzero",200,"glmnet_relabel",22,4246.10362698606,0.98,1,4.14739855264869,0.480196977989957,0.3814,2508.67468892962,2.99032208171997,0.420463444103585,0.3737,"ORC_fine"
"Beta_SSE1513","random_X_and_Beta","nonzero",200,"glmnet_relabel",23,4295.59605617345,0.973333333333333,1,4.10076251856362,0.477309677039431,0.3785,2261.75125256794,2.97815780514382,0.421781065997454,0.3781,"ORC_fine"
"Beta_SSE1514","random_X_and_Beta","nonzero",200,"glmnet_relabel",24,4341.2519864079,0.983333333333333,1,4.26102185093936,0.48689262256882,0.3886,2317.47373703766,3.15161037186545,0.433023541086985,0.3822,"ORC_fine"
"Beta_SSE1515","random_X_and_Beta","nonzero",200,"glmnet_relabel",25,4327.77032084454,0.983333333333333,1,4.26186543506682,0.483090993585191,0.3863,2310.51130691026,3.14084869377908,0.430487072403416,0.3835,"ORC_fine"
"Beta_SSE1516","random_X_and_Beta","nonzero",200,"glmnet_relabel",26,4325.63481405972,0.986666666666667,1,4.00369579736629,0.469836735793084,0.37,2321.72568318311,3.01208272398029,0.41820497705267,0.3626,"ORC_fine"
"Beta_SSE1517","random_X_and_Beta","nonzero",200,"glmnet_relabel",27,4364.19127383643,0.98,1,4.21362624360371,0.480369491346952,0.3848,2426.71248458335,2.99076457412509,0.41925287733393,0.3778,"ORC_fine"
"Beta_SSE1518","random_X_and_Beta","nonzero",200,"glmnet_relabel",28,4301.35969372803,0.986666666666667,1,4.1609900416184,0.480255571189392,0.3802,2309.95173762727,3.08116251687827,0.427655692616964,0.3761,"ORC_fine"
"Beta_SSE1519","random_X_and_Beta","nonzero",200,"glmnet_relabel",29,4618.39011184466,0.986666666666667,1,4.3532979865047,0.482463739137028,0.3886,2542.00110352045,3.26875521109049,0.431319366692603,0.3782,"ORC_fine"
"Beta_SSE1520","random_X_and_Beta","nonzero",200,"glmnet_relabel",3,4381.20211951753,0.976666666666667,1,4.17335011855589,0.476856102133338,0.3751,2350.2687451569,2.97766051738105,0.416559264069272,0.37,"ORC_fine"
"Beta_SSE1521","random_X_and_Beta","nonzero",200,"glmnet_relabel",30,4391.449302879,0.99,1,4.2319110492796,0.479468818310348,0.3824,2449.67012226842,3.05469499414691,0.420359197917428,0.378,"ORC_fine"
"Beta_SSE1522","random_X_and_Beta","nonzero",200,"glmnet_relabel",31,4380.38000337319,0.97,1,4.21166552515029,0.479556461411408,0.3747,2454.62386896636,3.03705172909651,0.421021147904727,0.371,"ORC_fine"
"Beta_SSE1523","random_X_and_Beta","nonzero",200,"glmnet_relabel",32,4313.26756479989,0.976666666666667,1,4.18553131822345,0.482759829281669,0.3884,2348.1049897507,3.1716358592369,0.435431544484323,0.379,"ORC_fine"
"Beta_SSE1524","random_X_and_Beta","nonzero",200,"glmnet_relabel",33,4285.60198284317,0.986666666666667,1,4.26357124643792,0.486220768871901,0.3817,2238.05337467605,2.97721042020349,0.422905551674647,0.3778,"ORC_fine"
"Beta_SSE1525","random_X_and_Beta","nonzero",200,"glmnet_relabel",34,4031.23667287782,0.996666666666667,1,3.74472441683436,0.464544310901966,0.3887,2213.22415212088,2.98672541058945,0.421992339473691,0.3801,"ORC_fine"
"Beta_SSE1526","random_X_and_Beta","nonzero",200,"glmnet_relabel",35,4472.9515369411,0.99,1,4.28531040123405,0.48203891437791,0.3863,2399.86602506818,3.06112050731556,0.422444013885269,0.3811,"ORC_fine"
"Beta_SSE1527","random_X_and_Beta","nonzero",200,"glmnet_relabel",36,4369.67555005527,0.973333333333333,1,4.21543411821995,0.478792593237714,0.3749,2298.15473408834,2.96030793006756,0.416464129722003,0.3716,"ORC_fine"
"Beta_SSE1528","random_X_and_Beta","nonzero",200,"glmnet_relabel",37,4396.17582199275,0.98,1,4.15675709055199,0.477994896456313,0.3919,2485.22792338438,3.13203874667614,0.427366722144874,0.3802,"ORC_fine"
"Beta_SSE1529","random_X_and_Beta","nonzero",200,"glmnet_relabel",38,4246.69484774377,0.99,1,3.98070323252991,0.474801266101947,0.3854,2261.29523492595,2.95072529509776,0.420933167197227,0.3799,"ORC_fine"
"Beta_SSE1530","random_X_and_Beta","nonzero",200,"glmnet_relabel",39,4368.69361151448,0.993333333333333,1,4.21944230775519,0.482379739919124,0.387,2390.20387796727,3.22342810318165,0.433119744868418,0.3792,"ORC_fine"
"Beta_SSE1531","random_X_and_Beta","nonzero",200,"glmnet_relabel",4,4308.67372321919,0.98,1,4.04784903325767,0.474894667875681,0.3806,2307.78668246405,2.97515641632295,0.421300629031368,0.377,"ORC_fine"
"Beta_SSE1532","random_X_and_Beta","nonzero",200,"glmnet_relabel",40,4391.28094393601,0.986666666666667,1,4.23943592843992,0.48015401098595,0.3795,2467.79353542862,3.12185216162757,0.423760128783287,0.3787,"ORC_fine"
"Beta_SSE1533","random_X_and_Beta","nonzero",200,"glmnet_relabel",41,4394.47736361911,0.986666666666667,1,4.1688529351362,0.47769014836915,0.3783,2312.12662626095,3.03858231097363,0.422255555030517,0.3735,"ORC_fine"
"Beta_SSE1534","random_X_and_Beta","nonzero",200,"glmnet_relabel",42,4399.80617000279,0.99,1,4.10298575959647,0.476279462804554,0.3824,2292.88072561457,2.96460906969495,0.419873399877902,0.3726,"ORC_fine"
"Beta_SSE1535","random_X_and_Beta","nonzero",200,"glmnet_relabel",43,4422.6313371862,0.993333333333333,1,4.18181278695617,0.4752274381845,0.3753,2399.55624944684,3.12235127003547,0.421998224079519,0.3716,"ORC_fine"
"Beta_SSE1536","random_X_and_Beta","nonzero",200,"glmnet_relabel",44,4235.47288225212,0.983333333333333,1,4.04141779108329,0.474282391346674,0.3827,2291.22626718938,3.11687937943597,0.426107761679478,0.3758,"ORC_fine"
"Beta_SSE1537","random_X_and_Beta","nonzero",200,"glmnet_relabel",45,4447.20662011918,0.996666666666667,1,4.16474467128339,0.475910514863742,0.3804,2384.96025282809,3.03997036186262,0.419359631717321,0.3754,"ORC_fine"
"Beta_SSE1538","random_X_and_Beta","nonzero",200,"glmnet_relabel",46,4312.24183017707,0.993333333333333,1,4.11943953686913,0.478542044267332,0.3825,2416.1196860915,2.98448219677312,0.419694804306421,0.3782,"ORC_fine"
"Beta_SSE1539","random_X_and_Beta","nonzero",200,"glmnet_relabel",47,4405.47502686825,0.976666666666667,1,4.23878705255358,0.480063336221607,0.3815,2365.88874604801,3.05311930110263,0.419898124479128,0.3781,"ORC_fine"
"Beta_SSE1540","random_X_and_Beta","nonzero",200,"glmnet_relabel",48,4331.49866238213,0.98,1,4.22183986132011,0.479134596902816,0.3718,2207.46603695626,3.06523183763071,0.421517136925756,0.3669,"ORC_fine"
"Beta_SSE1541","random_X_and_Beta","nonzero",200,"glmnet_relabel",49,4364.23057491534,0.976666666666667,1,4.10461635256403,0.474278402210884,0.3682,2342.97232604554,3.06340437703332,0.420632464097242,0.3606,"ORC_fine"
"Beta_SSE1542","random_X_and_Beta","nonzero",200,"glmnet_relabel",5,4146.52947887026,0.996666666666667,1,3.75456096839923,0.462396331697983,0.3944,2418.70144955028,3.04022485733825,0.423415884868886,0.3834,"ORC_fine"
"Beta_SSE1543","random_X_and_Beta","nonzero",200,"glmnet_relabel",50,4374.62104405562,0.96,1,4.05182817982741,0.47304576759015,0.3735,2460.78367696084,2.98419685297887,0.417428126272517,0.3726,"ORC_fine"
"Beta_SSE1544","random_X_and_Beta","nonzero",200,"glmnet_relabel",6,4263.19754115328,0.983333333333333,1,4.13896897233385,0.484638505290519,0.3951,2259.22833986682,3.12282627926589,0.436025494732542,0.3867,"ORC_fine"
"Beta_SSE1545","random_X_and_Beta","nonzero",200,"glmnet_relabel",7,4369.98268941163,0.98,1,4.02643173005717,0.470575113586561,0.3703,2324.69715282438,2.83056642288369,0.408111075388655,0.367,"ORC_fine"
"Beta_SSE1546","random_X_and_Beta","nonzero",200,"glmnet_relabel",8,4320.19044817769,0.99,1,4.05339698612715,0.472612406835146,0.3778,2259.7117069468,2.98863115072754,0.41782351359617,0.3684,"ORC_fine"
"Beta_SSE1547","random_X_and_Beta","nonzero",200,"glmnet_relabel",9,4340.52996753649,0.993333333333333,1,4.12022361725673,0.476659288520845,0.3795,2380.88397751109,2.97026361266805,0.418817690770631,0.3717,"ORC_fine"
"Beta_SSE1548","random_X_and_Beta","nonzero",200,"glmnet_subset",1,5916.08520060215,0.583333333333333,0.94,17.6852105798621,0.76138358359674,0.7162,5361.46460809956,13.1205474670854,0.722591993833028,0.7155,"observed"
"Beta_SSE1549","random_X_and_Beta","nonzero",200,"glmnet_subset",10,5789.22187925801,0.53,0.945,17.5396111609889,0.759885460330971,0.71,5227.33427927617,12.8430127105593,0.715509254416019,0.71,"observed"
"Beta_SSE1550","random_X_and_Beta","nonzero",200,"glmnet_subset",11,5535.06123571172,0.656666666666667,0.985,16.0550921629501,0.748568797884655,0.7055,5032.05837221921,12.2445180220744,0.712496215253508,0.704,"observed"
"Beta_SSE1551","random_X_and_Beta","nonzero",200,"glmnet_subset",12,5566.4993648498,0.593333333333333,0.975,16.0414744805151,0.744212705453224,0.7002,5043.89852824075,12.167048901833,0.707189477109315,0.6999,"observed"
"Beta_SSE1552","random_X_and_Beta","nonzero",200,"glmnet_subset",13,5689.85888377514,0.62,0.98,16.1329259674089,0.75095880316862,0.7119,5163.02850298737,12.3041950934711,0.715939073093052,0.7115,"observed"
"Beta_SSE1553","random_X_and_Beta","nonzero",200,"glmnet_subset",14,5882.61106441742,0.646666666666667,0.985,16.2970468823715,0.743545895454393,0.6969,5335.28746608488,12.265472292675,0.70638156445131,0.695,"observed"
"Beta_SSE1554","random_X_and_Beta","nonzero",200,"glmnet_subset",15,5708.78440075141,0.556666666666667,0.97,17.3473725580457,0.75795934247307,0.7072,5143.69224768104,12.5257386140363,0.712549073239361,0.7072,"observed"
"Beta_SSE1555","random_X_and_Beta","nonzero",200,"glmnet_subset",16,5619.86764560851,0.656666666666667,0.97,16.3948578393281,0.751668104582272,0.7133,5121.86734883691,12.4358985665033,0.715744127487411,0.7133,"observed"
"Beta_SSE1556","random_X_and_Beta","nonzero",200,"glmnet_subset",17,5693.32517223814,0.566666666666667,0.97,17.2677176108563,0.757167301221084,0.7063,5131.66544364946,12.5233196525885,0.712787515266521,0.7063,"observed"
"Beta_SSE1557","random_X_and_Beta","nonzero",200,"glmnet_subset",18,5810.74017501364,0.64,0.975,17.0266689218671,0.759447534427548,0.7223,5330.22935582146,13.2223778237597,0.72772322537673,0.7223,"observed"
"Beta_SSE1558","random_X_and_Beta","nonzero",200,"glmnet_subset",19,5661.11755174203,0.683333333333333,0.99,16.1230915434609,0.747572917960539,0.7118,5171.42073814757,12.4257212061076,0.714308876978687,0.7097,"observed"
"Beta_SSE1559","random_X_and_Beta","nonzero",200,"glmnet_subset",2,5823.01397794035,0.59,0.94,17.6706118636175,0.76401983916556,0.714,5286.94024960248,12.7273050283682,0.719946672272139,0.714,"observed"
"Beta_SSE1560","random_X_and_Beta","nonzero",200,"glmnet_subset",20,5733.66488795579,0.586666666666667,0.965,17.3037630077358,0.763014346709377,0.7201,5176.34530096271,12.6907220512608,0.723350032512665,0.7201,"observed"
"Beta_SSE1561","random_X_and_Beta","nonzero",200,"glmnet_subset",21,5611.88462227935,0.65,0.97,16.0499752157689,0.747907294190435,0.7116,5152.82044048807,12.4224483058408,0.71802841829505,0.7099,"observed"
"Beta_SSE1562","random_X_and_Beta","nonzero",200,"glmnet_subset",22,5533.18081278666,0.643333333333333,0.985,15.5703229868709,0.743742481127614,0.6944,4997.81978030574,11.7109631898233,0.706119720354744,0.6944,"observed"
"Beta_SSE1563","random_X_and_Beta","nonzero",200,"glmnet_subset",23,5625.00544836538,0.683333333333333,0.975,16.1686523321878,0.752070043870278,0.7162,5099.60201123857,12.4569539476986,0.720008005512301,0.7162,"observed"
"Beta_SSE1564","random_X_and_Beta","nonzero",200,"glmnet_subset",24,5673.95906444529,0.68,0.98,15.9971509680289,0.751116124299254,0.7226,5190.58840862192,12.2972612542701,0.719140364602787,0.7208,"observed"
"Beta_SSE1565","random_X_and_Beta","nonzero",200,"glmnet_subset",25,5623.64610590508,0.696666666666667,0.98,16.395927958507,0.752026275063213,0.7163,5113.89829871907,12.7170140087909,0.719934005589535,0.7133,"observed"
"Beta_SSE1566","random_X_and_Beta","nonzero",200,"glmnet_subset",26,5661.35136860255,0.673333333333333,0.96,15.9053223582607,0.739521506546303,0.6931,5130.84115536842,11.9665974403995,0.702437205221213,0.6931,"observed"
"Beta_SSE1567","random_X_and_Beta","nonzero",200,"glmnet_subset",27,5655.31142106766,0.613333333333333,0.97,16.1102229663771,0.747351828334256,0.7079,5153.68333195523,12.2997728060336,0.71247536829737,0.7079,"observed"
"Beta_SSE1568","random_X_and_Beta","nonzero",200,"glmnet_subset",28,5578.83814812356,0.68,0.99,15.6341353818216,0.744083240306944,0.7051,5036.51007067578,11.9755174527277,0.708775503470432,0.7039,"observed"
"Beta_SSE1569","random_X_and_Beta","nonzero",200,"glmnet_subset",29,6021.73196697009,0.59,0.965,17.6247489557139,0.758030494707568,0.7041,5413.83510242457,12.4842970253895,0.708883948565015,0.7041,"observed"
"Beta_SSE1570","random_X_and_Beta","nonzero",200,"glmnet_subset",3,5641.65854197705,0.69,0.99,15.8361547490959,0.738443919495522,0.6951,5112.73910880652,12.0911823675959,0.703629321378936,0.6884,"observed"
"Beta_SSE1571","random_X_and_Beta","nonzero",200,"glmnet_subset",30,5678.57469981574,0.603333333333333,0.955,16.3276885070936,0.747138523165978,0.7059,5161.59007692663,12.2575377807099,0.71016347481046,0.7019,"observed"
"Beta_SSE1572","random_X_and_Beta","nonzero",200,"glmnet_subset",31,5673.14891119662,0.633333333333333,0.965,16.6558891878393,0.754233195356715,0.7176,5184.06122014092,12.8856075944272,0.721947204399565,0.7137,"observed"
"Beta_SSE1573","random_X_and_Beta","nonzero",200,"glmnet_subset",32,5630.32951387224,0.643333333333333,0.965,16.6070833247811,0.753717242568262,0.7165,5114.27869917018,12.5549527000988,0.716827226302011,0.7162,"observed"
"Beta_SSE1574","random_X_and_Beta","nonzero",200,"glmnet_subset",33,5597.51360880291,0.633333333333333,0.975,17.1390126902812,0.761326281622994,0.7134,5027.10393194371,12.4178682016006,0.719378918122799,0.7134,"observed"
"Beta_SSE1575","random_X_and_Beta","nonzero",200,"glmnet_subset",34,5537.98123437431,0.65,0.96,15.7485431156443,0.746439195350445,0.7111,5023.43934714242,11.9588655846742,0.711109375782979,0.7098,"observed"
"Beta_SSE1576","random_X_and_Beta","nonzero",200,"glmnet_subset",35,5834.8640547596,0.6,0.945,17.6962353099698,0.762931847061789,0.7122,5289.27347651497,12.7631887531637,0.720378612154753,0.7122,"observed"
"Beta_SSE1577","random_X_and_Beta","nonzero",200,"glmnet_subset",36,5682.62769974892,0.58,0.965,17.0099945367376,0.755292914304196,0.7015,5086.68051407484,12.4179473550614,0.712464935055349,0.7015,"observed"
"Beta_SSE1578","random_X_and_Beta","nonzero",200,"glmnet_subset",37,5804.75500117982,0.563333333333333,0.975,17.352698666143,0.759034772832825,0.7153,5239.68260199224,12.4906069078181,0.713936063817568,0.7121,"observed"
"Beta_SSE1579","random_X_and_Beta","nonzero",200,"glmnet_subset",38,5614.93746214926,0.616666666666667,0.99,16.301953795881,0.752325582345423,0.717,5099.95745313614,12.3031293582051,0.714452408859654,0.715,"observed"
"Beta_SSE1580","random_X_and_Beta","nonzero",200,"glmnet_subset",39,5734.70007463681,0.636666666666667,0.975,16.5055846335725,0.753658926492827,0.7118,5242.83643517901,12.6505490294981,0.719101889953227,0.7118,"observed"
"Beta_SSE1581","random_X_and_Beta","nonzero",200,"glmnet_subset",4,5705.9342394854,0.56,0.97,16.953694841,0.753989843104901,0.7023,5145.8713626832,12.390211098377,0.710691677256066,0.7019,"observed"
"Beta_SSE1582","random_X_and_Beta","nonzero",200,"glmnet_subset",40,5723.35126713123,0.643333333333333,0.97,16.3179744354486,0.74863999212282,0.7041,5215.39607698679,12.5770485159483,0.712985503796891,0.6994,"observed"
"Beta_SSE1583","random_X_and_Beta","nonzero",200,"glmnet_subset",41,5687.98680539153,0.636666666666667,0.99,15.5992068430884,0.73940403742861,0.6995,5129.24005276788,11.9202875536308,0.704951596643239,0.6948,"observed"
"Beta_SSE1584","random_X_and_Beta","nonzero",200,"glmnet_subset",42,5818.77604709018,0.59,0.96,17.1409177637214,0.755592960723781,0.6962,5262.88602527003,12.5630388934851,0.711789497161642,0.6962,"observed"
"Beta_SSE1585","random_X_and_Beta","nonzero",200,"glmnet_subset",43,5751.74248511003,0.603333333333333,0.985,16.3981691151062,0.747140768566306,0.7059,5228.76495717183,12.5369763211609,0.711911688318476,0.7051,"observed"
"Beta_SSE1586","random_X_and_Beta","nonzero",200,"glmnet_subset",44,5562.5301326596,0.703333333333333,0.99,15.7498310418321,0.743336344122232,0.698,5045.73531000194,12.0339761825243,0.708361491688342,0.6943,"observed"
"Beta_SSE1587","random_X_and_Beta","nonzero",200,"glmnet_subset",45,5776.33054726013,0.623333333333333,0.975,16.1008512842955,0.744201325028141,0.7037,5248.66958646877,12.244309872321,0.708418658470631,0.7019,"observed"
"Beta_SSE1588","random_X_and_Beta","nonzero",200,"glmnet_subset",46,5631.25496474474,0.646666666666667,0.965,15.9213277786011,0.74653457661918,0.7081,5110.82340183817,12.1728084155884,0.711133863768369,0.7081,"observed"
"Beta_SSE1589","random_X_and_Beta","nonzero",200,"glmnet_subset",47,5697.49942467931,0.666666666666667,0.97,16.1682622839438,0.746455148138818,0.7053,5193.71635649062,12.3680736502086,0.713535039047046,0.7013,"observed"
"Beta_SSE1590","random_X_and_Beta","nonzero",200,"glmnet_subset",48,5699.277074398,0.553333333333333,0.975,17.3190305311326,0.761594682587304,0.7166,5154.06094236662,12.787834316432,0.71994922146741,0.7166,"observed"
"Beta_SSE1591","random_X_and_Beta","nonzero",200,"glmnet_subset",49,5704.92078443872,0.636666666666667,0.97,16.5130837042177,0.750882981204221,0.7074,5205.25493993814,12.6351142382583,0.715707916525337,0.7071,"observed"
"Beta_SSE1592","random_X_and_Beta","nonzero",200,"glmnet_subset",5,5633.19252826836,0.723333333333333,0.995,15.9601343547572,0.744367924570167,0.7024,5117.75714924999,12.0978248930232,0.70685778490363,0.6992,"observed"
"Beta_SSE1593","random_X_and_Beta","nonzero",200,"glmnet_subset",50,5742.76703014121,0.616666666666667,0.955,16.6215810566513,0.75079737941482,0.7073,5209.50482988447,12.498377778517,0.713085725832534,0.7073,"observed"
"Beta_SSE1594","random_X_and_Beta","nonzero",200,"glmnet_subset",6,5566.58861667792,0.71,0.985,15.8478741795363,0.750931429505039,0.7203,5053.50155478406,12.3896309066248,0.723708850491799,0.7134,"observed"
"Beta_SSE1595","random_X_and_Beta","nonzero",200,"glmnet_subset",7,5743.39073838368,0.586666666666667,0.97,16.5308942642222,0.751770376162785,0.7169,5256.93198712365,12.542966261796,0.716203786609458,0.7169,"observed"
"Beta_SSE1596","random_X_and_Beta","nonzero",200,"glmnet_subset",8,5682.43369148733,0.663333333333333,0.965,16.1235764719856,0.746765287815928,0.7044,5146.87651479501,12.2161817123339,0.708598556778267,0.7037,"observed"
"Beta_SSE1597","random_X_and_Beta","nonzero",200,"glmnet_subset",9,5725.04834981831,0.596666666666667,0.975,17.3769293544692,0.761361434750948,0.7266,5221.03779517022,13.0524490012347,0.723259209863806,0.725,"observed"
"Beta_SSE1598","random_X_and_Beta","nonzero",200,"glmnet_subset",1,4457.42007714044,0.97,1,4.04789606828995,0.471281862427457,0.3729,2318.80279819031,2.94380342847312,0.411768697141448,0.37,"ORC_fine"
"Beta_SSE1599","random_X_and_Beta","nonzero",200,"glmnet_subset",10,4376.84329291266,0.97,1,4.12667533487605,0.474681496309634,0.3805,2288.93038581047,2.99061883841571,0.41607164987464,0.3725,"ORC_fine"
"Beta_SSE1600","random_X_and_Beta","nonzero",200,"glmnet_subset",11,4248.3388685209,0.986666666666667,1,4.16599470654517,0.47958146673873,0.3782,2222.77996268915,2.99517958172705,0.421571911945595,0.3751,"ORC_fine"
"Beta_SSE1601","random_X_and_Beta","nonzero",200,"glmnet_subset",12,4345.46074914528,0.983333333333333,1,4.35446430657321,0.486550520402882,0.3787,2352.67417966775,3.12507374008518,0.428010250464795,0.3713,"ORC_fine"
"Beta_SSE1602","random_X_and_Beta","nonzero",200,"glmnet_subset",13,4326.76545954557,0.996666666666667,1,4.10073106395463,0.478923837834906,0.383,2294.05323163999,3.09067736609296,0.427321959318342,0.3795,"ORC_fine"
"Beta_SSE1603","random_X_and_Beta","nonzero",200,"glmnet_subset",14,4556.54130910381,0.956666666666667,1,4.24713564589217,0.478823429283244,0.3796,2599.22138338888,3.04085374693844,0.419214078555127,0.3746,"ORC_fine"
"Beta_SSE1604","random_X_and_Beta","nonzero",200,"glmnet_subset",15,4327.91318787793,0.986666666666667,1,4.09223761322155,0.473693234940563,0.3718,2307.28164175131,2.99747989397827,0.417733798173882,0.3695,"ORC_fine"
"Beta_SSE1605","random_X_and_Beta","nonzero",200,"glmnet_subset",16,4260.6895265675,0.976666666666667,1,4.03466263322141,0.472683054035358,0.3821,2254.85934826524,3.017266976049,0.420479675917282,0.3754,"ORC_fine"
"Beta_SSE1606","random_X_and_Beta","nonzero",200,"glmnet_subset",17,4318.43428782789,0.99,1,4.16807816718145,0.477745549878399,0.3876,2371.76389625494,3.11650151440367,0.425757348597283,0.3786,"ORC_fine"
"Beta_SSE1607","random_X_and_Beta","nonzero",200,"glmnet_subset",18,4435.23370453111,0.983333333333333,1,4.1857725093978,0.479537905037757,0.3792,2382.55100262252,3.10020756001466,0.425495506661512,0.3723,"ORC_fine"
"Beta_SSE1608","random_X_and_Beta","nonzero",200,"glmnet_subset",19,4301.68137669633,0.986666666666667,1,4.07166448866952,0.47627970992698,0.3828,2270.84700816487,3.03734210361944,0.42220965457369,0.3765,"ORC_fine"
